id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유
2157,경쟁사/해외이슈,경쟁사_해외이슈,SKT,데이터센터 떼어주고 빚도 함께…SKT 3조 거래에 담긴 셈법 [기업 X-RAY],데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,네이트,네이트,"Tue, 01 Sep 2026 02:02:00 GMT",데이터센터 떼어주고 빚도 함께…SKT 3조 거래에 담긴 셈법 [기업 X-RAY] 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9UZk9mYndCOUNQczlMR21KQ09BV0VNV2dPRXlvVUdIMWtqZDhBN0FRaTVyRFo0VVV2b1VfN0FEczFFdXViUk1LU1RyS2hYMzRXXzFTSDdTYVhqUVVSVHdOZQ?oc=5,google_rss_SKT when:2d,352.0,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,352.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,comp_domestic_ai_platform,,
2135,경쟁사/해외이슈,경쟁사_해외이슈,SKT,데이터센터 떼어주고 빚도 함께…SKT 3조 거래에 담긴 셈법 [기업 X-RAY],데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,kukinews.com,kukinews.com,"Tue, 01 Sep 2026 02:00:03 GMT",데이터센터 떼어주고 빚도 함께…SKT 3조 거래에 담긴 셈법 [기업 X-RAY] kukinews.com,https://news.google.com/rss/articles/CBMiY0FVX3lxTFA0OU85WC1mNXU4VXQtXy1RM3BjUjNyS2pLeXo0QnUtX0NHSmVOdjFvWmVWQWFRVHUyS1F6NFloNjEzdlQwRnlTSW5NeXA2MXlxb2NoR0lnNDhaOXE5Qm1SbjJHUQ?oc=5,google_rss_SKT when:2d,350.0,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,350.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:데이터센터 떼어주고 빚도 함께 skt 3조 거래에 담긴 셈법 기업 x ray,comp_domestic_ai_platform,,
2009,경쟁사/해외이슈,경쟁사_해외이슈,네이버,“광고 죽인다더니”…구글·네이버 ‘AI 검색’의 반전,광고 죽인다더니 구글 네이버 ai 검색의 반전,sisaon.co.kr,sisaon.co.kr,"Mon, 31 Aug 2026 07:20:00 GMT",“광고 죽인다더니”…구글·네이버 ‘AI 검색’의 반전 sisaon.co.kr,https://news.google.com/rss/articles/CBMia0FVX3lxTE5OMkR6Vzk4Y3pUbV9fVU9jaVlodlRUNVJYTjNrMmRDZHFBNEtRUVY3aUtGZmhPSnZTb1RqREszdlR1LWJycnNpLTFrRzREM1I3MmlEaXVLTWZDT0k3Wkg0TWRSU3FHQTVFMWkw?oc=5,google_rss_네이버 when:2d,316.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:광고 죽인다더니 구글 네이버 ai 검색의 반전,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:광고 죽인다더니 구글 네이버 ai 검색의 반전,comp_domestic_ai_platform,,
2263,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"“엉뚱한 대답 막는다”…LGU+, 글로벌 기업 손잡고 ‘AI 감시망’ 구축",엉뚱한 대답 막는다 lgu+ 글로벌 기업 손잡고 ai 감시망 구축,스마트투데이,스마트투데이,"Tue, 01 Sep 2026 00:42:00 GMT","“엉뚱한 대답 막는다”…LGU+, 글로벌 기업 손잡고 ‘AI 감시망’ 구축 스마트투데이",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1sTmNNSUhtcjY2aUZkX2M4MW5YTjdwSjBGb1Q3NDBqbHk4SXBUYU1HSkxLWEZGOVRIR3pkd3IzdkVlbkxaZTVwVjNNdFYyN18yWjZVemVQWnh3OUNEWG5N?oc=5,google_rss_LGU+ when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,LGU+,,,,,,,general,24.0,published_today,business_change,event:LGU+:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:엉뚱한 대답 막는다 lgu+ 글로벌 기업 손잡고 ai 감시망 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:엉뚱한 대답 막는다 lgu+ 글로벌 기업 손잡고 ai 감시망 구축,comp_domestic_public_infra,,
2169,경쟁사/해외이슈,경쟁사_해외이슈,SKT,메타 AI 글래스로 찍고 에이닷에 저장…SKT ‘에이닷 로그’ 공개,메타 ai 글래스로 찍고 에이닷에 저장 skt 에이닷 로그 공개,디지털데일리,디지털데일리,"Mon, 31 Aug 2026 02:20:18 GMT",메타 AI 글래스로 찍고 에이닷에 저장…SKT ‘에이닷 로그’ 공개 디지털데일리,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBWZndYT2VzMjFkMS1oT1p4Q1BDYzB2UUZQNFN1ZWowTE5tMmhUUFRIOEpQUlJIUmg1Yzh6aTlRcERiVVoyWkIzX19iQUYwcU5ycm5velVtNUhUVktPNTBEZWFuWk8?oc=5,google_rss_SKT when:2d,308.5,11.0,ai_infrastructure_security,ai_infrastructure_security,"SKT,메타",,,,,,,general,14.0,published_yesterday,business_change,event:SKT+메타:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,308.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2972,경쟁사/해외이슈,경쟁사_해외이슈,메타,"SKT, 메타 AI 글래스 연동 ‘에이닷 로그’ 안드로이드 출시",skt 메타 ai 글래스 연동 에이닷 로그 안드로이드 출시,브레이크뉴스,브레이크뉴스,"Mon, 31 Aug 2026 06:21:00 GMT","SKT, 메타 AI 글래스 연동 ‘에이닷 로그’ 안드로이드 출시 브레이크뉴스",https://news.google.com/rss/articles/CBMiQkFVX3lxTE9LSjkxaWFKT19rWTFQRzBBUzlmQjFreVZfenBlc3BLM2lwbVk1dVc0ZGxMVEhfTUxRQWtZQkNrR1V6dw?oc=5,google_rss_메타 when:2d,307.5,11.0,ai_infrastructure_security,ai_infrastructure_security,"SKT,메타",,,,,,,general,14.0,published_yesterday,business_change,event:SKT+메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,307.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 메타 ai 글래스 연동 에이닷 로그 안드로이드 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 메타 ai 글래스 연동 에이닷 로그 안드로이드 출시,comp_domestic_ai_platform,,
2062,경쟁사/해외이슈,경쟁사_해외이슈,네이버,대웅·네이버 투자받은 에버엑스…'재활 AI' 병원 밖 시장 정조준,대웅 네이버 투자받은 에버엑스 재활 ai 병원 밖 시장 정조준,하이테크정보,하이테크정보,"Mon, 31 Aug 2026 00:09:00 GMT",대웅·네이버 투자받은 에버엑스…'재활 AI' 병원 밖 시장 정조준 하이테크정보,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4yWWlsa0EwVUhOaWtYSGR0YlNTLVhURWpoZG9EbzFlQ3YtR1VaOE52eXBRTkpDNDhfMTRaMm0xdE4yMXpDazUtX2ZiVlFpZmUwVWtBYWlicHo4VlA1TVFwbWk0My1la3ph0gFsQVVfeXFMUFM5VjZQc05PQjZ3eVVsRW5rN09RekhFejRlS3hQWW8yTzJYcXlheTYzbmYwSm1lQ3B1UHlvZWhnNjd1Zm1xamo2SDUwbnhfV0pEVVJtOVNPbDNUZml5SmNaNE9rUXVRdHlod0Zp?oc=5,google_rss_네이버 개인정보 when:2d,307.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,307.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:대웅 네이버 투자받은 에버엑스 재활 ai 병원 밖 시장 정조준,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:대웅 네이버 투자받은 에버엑스 재활 ai 병원 밖 시장 정조준,comp_domestic_ai_platform,,
3008,경쟁사/해외이슈,경쟁사_해외이슈,메타,메타 AI 글래스로 찍고 에이닷에 저장…SKT '에이닷 로그' 공개,메타 ai 글래스로 찍고 에이닷에 저장 skt 에이닷 로그 공개,네이트,네이트,"Mon, 31 Aug 2026 02:21:00 GMT",메타 AI 글래스로 찍고 에이닷에 저장…SKT '에이닷 로그' 공개 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE56N0h4Rko4VVBRa2ZPTUZZYWp4M0RsR2Z2cVcyV0c5UVVxN1JWVndNMmRDandQZkRtSDh6ZlY2ejhHR3RBV3I5SWdkLUZzVHEteFAw?oc=5,google_rss_메타 개인정보 when:2d,304.5,11.0,ai_infrastructure_security,ai_infrastructure_security,"SKT,메타",,,,,,,general,14.0,published_yesterday,business_change,event:SKT+메타:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,304.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
3426,산업동향,산업동향,인공지능 산업 동향,"KTL, 제조기업 AI 전환 지원…데이터 표준화·글로벌 규제 대응 모색",ktl 제조기업 ai 전환 지원 데이터 표준화 글로벌 규제 대응 모색,신아일보,신아일보,"Tue, 01 Sep 2026 01:00:53 GMT","KTL, 제조기업 AI 전환 지원…데이터 표준화·글로벌 규제 대응 모색 신아일보",https://news.google.com/rss/articles/CBMicEFVX3lxTE51ZWFsWmFPWVFhN1poZV9DSkJQMjViTy05ZmNKY1FNWWY4ZzVvbjhqN3hfMzJNUG54dlFhUjdnNXdjd2xRcUhacmIySFQtemIxMTdtWWlTY1U4OGI3SUlmaENLdEpsaUtxUkpXSkRFU3A?oc=5,google_rss_인공지능 산업 동향 when:2d,300.0,32.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,v43_not_structural_industry,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,300.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ktl 제조기업 ai 전환 지원 데이터 표준화 글로벌 규제 대응 모색,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ktl 제조기업 ai 전환 지원 데이터 표준화 글로벌 규제 대응 모색,comp_domestic_ai_platform,,
2242,경쟁사/해외이슈,경쟁사_해외이슈,KT,'금융 AX' 힘주는 KT…5대은행 중 4곳 구축,금융 ax 힘주는 kt 5대은행 중 4곳 구축,hankyung.com,한국경제,"Mon, 31 Aug 2026 09:52:53 GMT",'금융 AX' 힘주는 KT…5대은행 중 4곳 구축 hankyung.com,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBCRHlIWVd5RFlqOEVqWjBqMXg2RDJaY1hsOGh1WmxWTGRoN19ZeUlocFFzWVg2RFhCd0FPRkxNRk95MmdnN2ZPUkZOS3BBb0ZpTmdCWmx4czdVQQ?oc=5,google_rss_KT when:2d,295.5,4.0,,,KT,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,295.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
