kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I025,자사_및_계열사_이슈,5,2259,2194,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:네이버 카카오 2분기 실적도 광고 커머스가 살렸다,self_direct_risk,SELF_DIRECT_RISK,616.8,네이버·카카오 2분기 실적도 광고·커머스가 살렸다 | 네이버·카카오 2분기 실적도 광고·커머스가 살렸다
selected,2,I043,자사_및_계열사_이슈,4,2251,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버 ai탭 안전성까지 챙긴다 asf 2 0 공개,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버, AI탭 안전성까지 챙긴다…‘ASF 2.0’ 공개"
selected,3,I001,정부_국회,5,2318,"759,710,2329,2200,741",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,731.0,"정부, 허위조작정보 대응 의무 플랫폼 공개…네이버·구글 등 8곳 | 방미통위 ""네이버·구글 등 8곳 허위조작정보 대응 의무 사업자"" | 방미통위, 허위조작정보법 적용 대상 8개 플랫폼 지정…네이버·구글·X 포함"
selected,4,I002,정부_국회,5,1159,"534,615,2625,3105,2459,2607,2566,2596,2549",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,676.0,"금융감독원 ‘AI 사령탑’ 신설…GPU 인프라 확보 나서나 | 강릉시, 정부 '소형 AI데이터센터' 공모 선정…AI생태계 조성 본격화 | 강릉시, 정부 ‘소형 AI데이터센터’ 공모 선정...AI생태계 조성 본격화"
selected,5,I003,정부_국회,5,1168,"1345,1450,1410,1338,2382,2378,2418,2369,2406",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.0,"금감원·네이버페이, 모험자본 투자 플랫폼 출범…AI로 벤처투자 연결 | 금감원·네이버페이 ‘모험자본 투자 플랫폼’ 출범…이찬진 “모험자본 활성화 기대” | 두나무·네이버 합병 '가시밭길'…공정위 심사·디지털자산기본법 발목"
selected,6,I006,경쟁사_해외이슈,4,2202,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 전방위 파트너십 체결 글로벌 제조ai 수요 공략,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄AI와 전방위 파트너십 체결…""글로벌 제조AI 수요 공략"""
selected,7,I007,경쟁사_해외이슈,4,2195,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄 ai와 제조 ax 위한 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄 AI와 제조 AX 위한 '소버린 AI' 동맹"
selected,8,I008,경쟁사_해외이슈,4,2712,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lgu+ ai 정보보호 앞세운 esg 성과 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"LGU+, AI·정보보호 앞세운 ESG 성과 공개"
selected,9,I004,정부_국회,4,2646,"3720,3898,3815,3751,3738",로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,656.0,"LGU+, 통신사 최초 AI 보안 전담 조직 신설…'미토스發' 위협 대응 | 앤트로픽 견제하던 美정부, 알고보니 미토스 활용중…전략자산 된 AI - 머니투데이 | 中도 첨단 AI 모델 해외 차단 검토…美 미토스 등 수출통제 '맞불'"
selected,10,I009,경쟁사_해외이슈,4,2664,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lg전자 lg엔솔 lgu+ 2분기 실적 공개 ai 기반 음성 스팸 대응 체계 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"LG전자·LG엔솔·LGU+, 2분기 실적 공개·AI 기반 음성 스팸 대응 체계 구축"
selected,11,I010,경쟁사_해외이슈,4,2238,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:클라우드 월드 와이즈넛 100억 자사주 소각 네이버 미스트랄ai 제조 ai 파트너십 신세계i c 미니콘테스트,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[#클라우드 월드] 와이즈넛 '100억 자사주 소각'·네이버-미스트랄AI '제조 AI 파트너십'·신세계I&C '미니콘테스트 참가사' 모집·시놀로지 'DP5200' 출시
selected,12,I049,자사_및_계열사_이슈,4,3230,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:챗gpt 클로드 미국산 ai 천하 힘 못쓰는 네이버 카카오,self_strategic_reference,SELF_AFFILIATE_BUSINESS,511.3,챗GPT·클로드 '미국산 AI 천하'…힘 못쓰는 네이버·카카오
selected,13,I050,자사_및_계열사_이슈,5,347,"8,462,333,2295,25,432,2326,738,689",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_operator_obligation,self_filler_reference,SELF_AFFILIATE_BUSINESS,505.05,"과태료 카카오톡으로 받고 경찰조사 화상으로…경찰, '국민체감과제' 추진 | [속보]네이버·카카오·디시인사이드·틱톡 등 '가짜뉴스처벌법' 적용 - 머니투데이 | 개정 정보통신망법 시행⋯네이버·카카오 신고 체계 가동"
selected,14,I056,정부_국회,5,2069,,로컬 보조 라벨,AI 정책 컨트롤타워 인선/공백,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,454.5,"싱가포르 정부 AI 책임자, 딥엑스 방문…온디바이스 AI 협력 논의"
backup,1,I005,정부_국회,4,57,"56,184,203,181,373",로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,self_strategic_reference,SELF_AFFILIATE_BUSINESS,642.7,"방미통위, 허위조작정보 대응 의무 사업자로 네이버·카카오·구글 등 8곳 지정 | 네이버·카카오·구글 등 8개 플랫폼, 허위조작정보 대응 의무 적용 | 카카오페이, 다문화 청소년 위한 포용금융 교육 협력 확대"
backup,2,I011,경쟁사_해외이슈,4,2407,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 전 서비스에 ai 에이전트 도입 연내 쇼핑 건강 확장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버, 전 서비스에 'AI 에이전트' 도입…연내 쇼핑·건강 확장"
backup,3,I012,경쟁사_해외이슈,4,2209,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:포털 도입 독파모 ai 네이버 검색에 도전장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"포털 도입 독파모 AI, 네이버 검색에 도전장"
backup,4,I013,경쟁사_해외이슈,4,2193,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 제조 ai 혁신 미국 빅테크와 경쟁,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 佛 미스트랄AI와 제조 AI 혁신…“미국 빅테크와 경쟁”"
backup,5,I014,경쟁사_해외이슈,4,2223,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 제조 특화 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄AI와 제조 특화 소버린 AI '동맹'"
backup,6,I015,경쟁사_해외이슈,4,2403,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄 제조업 특화 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버클라우드·佛 미스트랄 … 제조업 특화 '소버린 AI' 동맹
