kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I022,자사_및_계열사_이슈,5,327,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_privacy_security:젠슨 황 엔비디아 ceo ai 다음은 사이버 보안,self_privacy_security,SELF_DIRECT_RISK,565.3,"젠슨 황 엔비디아 CEO, ""AI 다음은 사이버 보안"""
selected,2,I023,자사_및_계열사_이슈,4,486,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,self_filler_reference:ai 구조적 결함 잡는다 비드래프트 네이버클라우드와 초거대 보안 ai 구축,self_filler_reference,SELF_AFFILIATE_BUSINESS,564.05,"“AI 구조적 결함 잡는다”… 비드래프트, 네이버클라우드와 초거대 보안 AI 구축"
selected,3,I010,정부_국회,5,264,"2379,2476",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,626.5,한화·쿠팡 잇따른 반발…공정위 '임의조사' 한계에 과징금 추진 | 쿠팡·티빙 지금 유출됐으면 매출 10% 과징금…오늘부터 제재강화 | 쿠팡·티빙 지금 유출됐으면 매출 10% 과징금…오늘부터 제재강화
selected,4,I019,정부_국회,5,467,"432,3578,2004,2237,2133,2277,2336,2289,2240",로컬 보조 라벨 / v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,597.0,"조선소 용접로봇도 AI로…정부, KT ‘AI 네트워크’ 실증 현장 검증 | 과기정통부, ‘AIDC 특별법’ 공개토론회…내년 시행 앞두고 의견수렴 | 中 딥시크, IPO로 AI 인프라 승부수…美 제재 경고에 긴장감 커졌다"
selected,5,I020,정부_국회,4,2431,"2447,808,645,729,689,659,803",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,593.0,쿠팡·SKT급 유출 또 나면…과징금 '매출 10%' | 쿠팡·SKT급 유출 또 나면…과징금 '매출 10%' | 법원 제동 걸린 한화·문 걸어 잠근 쿠팡…시험대 오른 공정위 '현장조사'
selected,6,I001,경쟁사_해외이슈,4,2201,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:전쟁 중에도 데이터센터 짓는 중동 네이버도 가세 더구루,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,[영상] 전쟁 중에도 데이터센터 짓는 중동…네이버도 가세? | 더구루
selected,7,I002,경쟁사_해외이슈,4,2011,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 ai 수요 크게 늘 것 네이버 특화 모델로 글로벌 정상 도전,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"“보안 AI 수요 크게 늘 것”…네이버, 특화 모델로 글로벌 정상 도전"
selected,8,I003,경쟁사_해외이슈,4,2090,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:외산 ai 끊겨보니 네이버 보안 해외 ai에 맡길 수 없다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"외산 AI 끊겨보니…네이버 ""보안, 해외 AI에 맡길 수 없다"""
selected,9,I206,산업동향,3,3690,,로컬 보조 라벨,industry_structural_change:기아 두 번째 전용 pbv pv7 세계 최초 공개,industry_structural_change,INDUSTRY_STRUCTURAL_CHANGE,127.75,"기아, 두 번째 전용 PBV ‘PV7’ 세계 최초 공개"
selected,10,I004,경쟁사_해외이슈,4,2024,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:그래픽 네이버클라우드 보안 특화 ai 컨소시엄,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[그래픽] 네이버클라우드 보안 특화 AI 컨소시엄
