kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I037,자사_및_계열사_이슈,4,199,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:네이버페이 카카오페이 토스 주민등록증 진위 확인 서비스 도입,self_strategic_reference,SELF_AFFILIATE_BUSINESS,506.8,"네이버페이·카카오페이·토스, 주민등록증 진위 확인 서비스 도입"
selected,2,I038,자사_및_계열사_이슈,4,203,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:가짜 신분증 안 통한다 네이버페이 카카오페이 토스 진위 확인 시스템 도입,self_strategic_reference,SELF_AFFILIATE_BUSINESS,506.8,"[1분영상] ""가짜 신분증 안 통한다""…네이버페이·카카오페이·토스, 진위 확인 시스템 도입"
selected,3,I003,정부_국회,4,2544,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lgu+ ai로 음성 스팸 차단 강화한다 kisa와 협력,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,659.5,"LGU+, AI로 음성 스팸 차단 강화한다… KISA와 협력"
selected,4,I017,정부_국회,5,2036,"2053,2373,3040",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,AI 정책 컨트롤타워 인선/공백,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,618.0,"AI가 이끄는 제조업 대전환 - 정부, '제조AI 2030 전략' 발표 | 정부, 연내 '제1차 국가 인구전략 기본계획' 발표 예고…9월 위원회 개편·예산 조율 제도 함께 추진 | NAVER, `실적 견조하나, AI 수익화 전까지는 공백` 증권사 발표에 강세"
selected,5,I024,정부_국회,5,82,"198,211,25,707",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,self_privacy_security,SELF_DIRECT_RISK,603.3,"행안부·네이버페이·카카오페이·토스 맞손…주민등록증 진위확인 서비스 확대, 보이스피싱 차단 강화 | 보이스피싱 신분증 위조 막는다⋯네이버페이·카카오페이·토스, 행안부와 신원확인 강화 | 보이스피싱 신분증 위조 막는다⋯네이버페이·카카오페이·토스, 행안부와 신원확인 강화"
selected,6,I001,경쟁사_해외이슈,4,2250,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 투자에 엔비디아도 찜한 k ai 휴머노이드로 비바테크 접수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버 투자에 엔비디아도 찜한 K-AI, 휴머노이드로 비바테크 접수"
selected,7,I002,경쟁사_해외이슈,4,2183,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lg전자 본업 회복에 로봇 데이터센터 공조 신사업 기대 네이버 블로그,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"LG전자, 본업 회복에 로봇·데이터센터 공조 신사업 기대 : 네이버 블로그"
selected,8,I004,경쟁사_해외이슈,4,2545,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,648.5,"LGU+, 통신사 최초 AI 보안 전담 조직 신설… '미토스發' 위협 대응"
selected,9,I005,경쟁사_해외이슈,4,2277,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai탭 안전성까지 챙긴다 asf 2 0 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버, AI탭 안전성까지 챙긴다…ASF 2.0 공개"
selected,10,I006,경쟁사_해외이슈,4,2282,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai 제조 ai 혁신 위해 협력,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드·미스트랄AI, 제조 AI 혁신 위해 협력"
selected,11,I025,정부_국회,5,298,"1200,2321,424,2320,2278,2318,2319,2311,683",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:naver:platform_operator_obligation,self_filler_reference,SELF_AFFILIATE_BUSINESS,595.0,"금감원, 빅테크 컨설팅…네이버페이 제재도 깎아준다 | 네이버페이, 행정안전부·금융감독원·금융결제원과 주민등록증 진위확인 도입 … 전자금융 KYC 강화 | 허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳"
selected,12,I036,정부_국회,5,2928,2059,로컬 보조 라벨,global_incident:platform_enforcement:google:app_market_payment_fee,government_platform_regulation,GOV_PLATFORM_REGULATION,517.0,구글 제재가 불러올 효과…업황 부진 게임업계 '인앱결제 환급' 촉각 | 구글 제재가 불러올 효과…업황 부진 게임업계 ‘인앱결제 환급’ 촉각
selected,13,I041,자사_및_계열사_이슈,5,84,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:최대 실적에도 웃지 못한다 네이버 카카오 커지는 ai 성과 압박,self_direct_risk,SELF_DIRECT_RISK,490.3,"최대 실적에도 웃지 못한다…네이버·카카오, 커지는 AI 성과 압박"
