id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason
1845,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 클로드 개발사 앤트로픽에 간접투자",네이버 클로드 개발사 앤트로픽에 간접투자,주간동아,주간동아,"Wed, 12 Aug 2026 22:00:01 GMT","네이버, 클로드 개발사 앤트로픽에 간접투자 주간동아",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5JbUt5VUZwXzY4ZDhZbmUyalA4UzNUVkxEaTZtNGN4ZnB5cloxVWlSbHdxV3VlaDdVNURUTzVoeFNXUm1qNWZyRE1pVG1TTTBaN25nS1VLUng5WHh4YUh2N3hVOFM?oc=5,google_rss_네이버 when:2d,344.5,9.5,ai_agent,,"네이버,앤트로픽",,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,344.5,,,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_strategy,,,
1850,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 해 AIDC 개발 기업 판탈라사에 투자 단행",네이버 해 aidc 개발 기업 판탈라사에 투자 단행,글로벌이코노믹,글로벌이코노믹,"Thu, 13 Aug 2026 02:08:26 GMT","네이버, 해 AIDC 개발 기업 판탈라사에 투자 단행 글로벌이코노믹",https://news.google.com/rss/articles/CBMif0FVX3lxTFAySzZVRU5SYjQtSXFYbjFTLXkzR0tnOFdZdEdPdzVWb1p6dEhtX2MxR1BVRmZyZWtqNExxYzVaSVVsTmtON1kxMG5iaUwtNzh2bjVXN2t3MF9EU0x4ZURIRllMYTNpdXAwM2xCdmxocUZBWVpFak1nZFV3RExNYkE?oc=5,google_rss_네이버 when:2d,329.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,329.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2185,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 금융권 중심 AI 도입 확대…""'AX 플랫폼 컴퍼니' 전략 이어갈 것""",kt 금융권 중심 ai 도입 확대 ax 플랫폼 컴퍼니 전략 이어갈 것,AI타임스,AI타임스,"Wed, 12 Aug 2026 05:24:22 GMT","KT, 금융권 중심 AI 도입 확대…""'AX 플랫폼 컴퍼니' 전략 이어갈 것"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBJYzZKa1lISXlobF8wLWg0WUV5LXF4cFBxam9LcV8wZnlfX2hSVHJwVkMyQlZVS0JfWXVTNE4ta1BZM2NQUU90RFBFU0phYzQyclBSV01uRzMzWC1TaG1PZ0JfX2xHWHE5S1E?oc=5,google_rss_KT when:2d,327.5,25.0,"ai_infrastructure_security,market_power_platform,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,327.5,"policy_legislation,market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,금융권 AI 도입 가이드라인/모범사례,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,금융권 AI 도입 가이드라인/모범사례,comp_domestic_ai_platform,,,
1932,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 행정 AI 협업툴 강화… 공공 AX 시장 선점 나선다 - 조선비즈",네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,Chosunbiz,Chosunbiz,"Wed, 12 Aug 2026 06:28:00 GMT","네이버클라우드, 행정 AI 협업툴 강화… 공공 AX 시장 선점 나선다 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMilgFBVV95cUxOeldkbUNwV1N0UGIyczdmcTFfSHlsQV9nX1VFNnJPb0VuZjdYc2JVSFRvdlNXWEoyZlNLSG5NbjZrcm9PNzQ5bS1iQTlaYXcxMVNjdmFRc2RGYi1lSkVHT1RiYTQzOVFDWm5SX21iNjBFZEhyYl83WHB3cHVSM19tQ1h5QzRXMEpnZnVrTUdaX2ZLWGVNdEHSAZYBQVVfeXFMTnpXZG1DcFdTdFBiMnM3ZnExX0h5bEFfZ19VRTZyT29FbmY3WHNiVUhUb3ZTV1hKMmZTS0huTW42a3JvTzc0OW0tYkE5WmF3MTFTY3ZhUXNkRmItZUpFR09UYmE0MzlRQ1puUl9tYjYwRWRIcmJfN1hwd3B1UjNfbUNYeUM0VzBKZ2Z1a01HWl9mS1hlTXRB?oc=5,google_rss_네이버 AI when:2d,320.0,20.5,"ai_infrastructure_security,government_ai",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,320.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,comp_domestic_public_infra,,,
1897,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 피지컬 AI 데이터 스타트업 엔닷라이트에 세 번째 투자",네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,글로벌뉴스통신GNA,글로벌뉴스통신GNA,"Wed, 12 Aug 2026 17:30:52 GMT","네이버 D2SF, 피지컬 AI 데이터 스타트업 엔닷라이트에 세 번째 투자 글로벌뉴스통신GNA",https://news.google.com/rss/articles/CBMidEFVX3lxTE9RS3dqbE5GX3A2MzB6U0Y1QzU5LWpaTW9CUUFHTFpDUkt5UVhKMWNQVVJaMjd3UEdRN2FWMnRwTkZ6ZUlhQnRHUnRpNWFUMVd4U0xuWDk4c3l0dDlvMFVMWnVHbkVEcXJtZUY3WDZURDRhY0dP?oc=5,google_rss_네이버 when:2d,314.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,314.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,comp_domestic_ai_platform,,,
2709,경쟁사/해외이슈,경쟁사_해외이슈,구글,"KT, 구글 AI 결합한 신규 요금제 출시…“생성형 AI 일상화”",kt 구글 ai 결합한 신규 요금제 출시 생성형 ai 일상화,서울경제,서울경제,"Wed, 12 Aug 2026 00:55:41 GMT","KT, 구글 AI 결합한 신규 요금제 출시…“생성형 AI 일상화” 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE40d0hOLUh1ZGtzd0pEbUl2Wm9mMDhTZDg1Nmd0dzM3NGUzXzVtWWFFdzQzNWxjUU9XSWZHQUFEWGV0UHpFTnR4RWJqbGdPVHdMckHSAVNBVV95cUxQOU5pSEtrQ3JtRGUwb3NrenFzSlBfUDNYTnpYMnVjeVJxVjBQVVpyWUtmMlhQcXlxRlZsNHp4bzVPR0xGQUNIbm1Zd2kyMlpXR1haYw?oc=5,google_rss_구글 site:sedaily.com when:2d,312.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"KT,구글",,,,,,,general,14.0,published_yesterday,business_change,event:KT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,312.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1848,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[네이버 밸류업②] 엔비디아·두나무가 바꾼 계산법…네이버 몸값 다시 쓸까,네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,테크M,테크M,"Thu, 13 Aug 2026 00:09:25 GMT",[네이버 밸류업②] 엔비디아·두나무가 바꾼 계산법…네이버 몸값 다시 쓸까 테크M,https://news.google.com/rss/articles/CBMiakFVX3lxTFBrV3V5aklaTUgzbjZhSlBwMTc4SVhaQTZXUkVmamVMYVdLRDNjTHltRHRKeDJXWEp3czBnTnpXZ2g4clZEei1xS2ZUdWdlbndPOGM5MDNvUmxwazZNOVgtcVZyM0g5akxIdnfSAWpBVV95cUxQa1d1eWpJWk1IM242YUpQcDE3OElYWkE2V1JFZmplTGFXS0QzY0x5bUR0SngyV1hKd3MwZ056V2doOHJWRHotcUtmVHVnZW53TzhjOTAzb1JscGs2TTlYLXFWcjNIOWpMSHZ3?oc=5,google_rss_네이버 when:2d,311.5,20.5,"digital_asset_stablecoin,dunamu_stake",dunamu_merger_exchange,"네이버,두나무",v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:네이버+두나무:digital_asset_stablecoin+dunamu_stake,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,311.5,digital_asset_stablecoin,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,comp_domestic_strategy,,,
2675,경쟁사/해외이슈,경쟁사_해외이슈,구글,"""제미나이·클라우드 무료""…KT, 구글과 'AI 요금제' 출시",제미나이 클라우드 무료 kt 구글과 ai 요금제 출시,hitech.co.kr,hitech.co.kr,"Tue, 11 Aug 2026 15:10:00 GMT","""제미나이·클라우드 무료""…KT, 구글과 'AI 요금제' 출시 hitech.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9QY29WN2VwVHp2eGhnTmN6OVRFcEl3b0FHYTJOSVZFQnJoaHhGWGJwd2RRc000cUJseHYzaHBiWnpHYk5ySmlCVTc1cTFZajNEb0hOQVU2bGVaazhLREpYNlRWZjV2YWtL?oc=5,google_rss_구글 AI when:2d,311.0,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"KT,구글",,,,,,,general,14.0,published_yesterday,business_change,event:KT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,311.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1933,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"“행정 업무도 AI로 연결”... 네이버클라우드, 네이버웍스 공공 AX 강화",행정 업무도 ai로 연결 네이버클라우드 네이버웍스 공공 ax 강화,테크데일리,테크데일리,"Wed, 12 Aug 2026 05:23:00 GMT","“행정 업무도 AI로 연결”... 네이버클라우드, 네이버웍스 공공 AX 강화 테크데일리",https://news.google.com/rss/articles/CBMickFVX3lxTE02VjRBaGYtZGlRczljeFhoVU9SUEdmaUMwOWtzN01TWm00RngzSjRsYWZXNzdIWTBVa29ORjJHOHllSGI4STE2TkJybS1CM0pBVWFpcWJOMEx5anlyN3l1YWF3VkI3S2tBWnhSalh5bEo3Z9IBckFVX3lxTE02VjRBaGYtZGlRczljeFhoVU9SUEdmaUMwOWtzN01TWm00RngzSjRsYWZXNzdIWTBVa29ORjJHOHllSGI4STE2TkJybS1CM0pBVWFpcWJOMEx5anlyN3l1YWF3VkI3S2tBWnhSalh5bEo3Zw?oc=5,google_rss_네이버 AI when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:행정 업무도 ai로 연결 네이버클라우드 네이버웍스 공공 ax 강화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:행정 업무도 ai로 연결 네이버클라우드 네이버웍스 공공 ax 강화,comp_domestic_public_infra,,,
1951,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, AI 업무 협업툴 '네이버웍스' AX 기능 3종 공개",네이버클라우드 ai 업무 협업툴 네이버웍스 ax 기능 3종 공개,아이티비즈,아이티비즈,"Wed, 12 Aug 2026 04:19:34 GMT","네이버클라우드, AI 업무 협업툴 '네이버웍스' AX 기능 3종 공개 아이티비즈",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB2R0ZXbDNvZ2FicXJLNVk2VXNDazJFdVZBbzh4WnJkdVlkeUVyQjJqOWxta09wdFBDTm1LM1dPaTlId1g5VHZhYmdqeDc0VkVMemdseHZBcHJjVmxTcEZmbEJCUEdoNWc?oc=5,google_rss_네이버 AI when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 ai 업무 협업툴 네이버웍스 ax 기능 3종 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 ai 업무 협업툴 네이버웍스 ax 기능 3종 공개,comp_domestic_ai_platform,,,
