id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
1988,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원",ai 보안주권 네이버가 맡는다 정부 엔비디아 b200 256장 지원,뉴스1,뉴스1,"Thu, 03 Sep 2026 00:36:14 GMT","'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원 뉴스1",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE93UHZfYzg2Y2V6VXB6RW0zZFNjZjJPNjkzcWhOZ2dFOTVrbkg5T3NTUjZwTGx5X1VzT3k5YzVidFRfVWd0QXpWdmstdFB6ZmJZZUNjaHo1NmxkUTJZeGQxMExnTzkxMGfSAWxBVV95cUxOUnJMa0lCbi1jY0lrR28zTGFJOWJsQUtzd0lFellpSU1SX3pOSWxTR3d1b3d0SWdBTk9yeWprS1F0eEdzOUpVNjVmUDVKZUFPWXA0ZW1NcWVtbFpFMmtYWUE2U3NvSjlXZnJsck8?oc=5,google_rss_네이버 해킹 when:2d,366.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,366.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,global_incident:ai_security_policy:naver:ai_security_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_public_infra,,,
2064,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원",ai 보안주권 네이버가 맡는다 정부 엔비디아 b200 256장 지원,파이낸셜뉴스,파이낸셜뉴스,"Thu, 03 Sep 2026 00:38:34 GMT","'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9oRDZtaTZXblBIMlF4Sm9CYnRHTDRtb3RBZ3o2QUszQmFZY3RuMFhzZHpZeHRzbmUxeG5MdmpOcDB5RWdmckV5WXZsMGtmdWpuUmlkRTRJSmI5Zw?oc=5,google_rss_네이버 site:fnnews.com when:2d,365.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,365.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,global_incident:ai_security_policy:naver:ai_security_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_public_infra,,,
2000,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원",ai 보안주권 네이버가 맡는다 정부 엔비디아 b200 256장 지원,네이트,네이트,"Thu, 03 Sep 2026 00:37:00 GMT","'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE00RTEyZE9SVk9IZWRyWHdVb2tPci03OVladHBJbF9Pb1pwVDZubWV2dXVqd3R1TFk2eXM5V2dBckFFUVlGNWV0X01TUWdIcTNlOUVfTlZXQ3hVSllFejdMYUpyd1A4VTFyOEszTE5mNS1pMWxEdzVUZw?oc=5,google_rss_네이버 개인정보 when:2d,362.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,362.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,global_incident:ai_security_policy:naver:ai_security_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_public_infra,,,
1959,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"보안 AI 잡은 네이버클라우드, 하이퍼클로바X 산업 현장 넓힌다",보안 ai 잡은 네이버클라우드 하이퍼클로바x 산업 현장 넓힌다,위키리크스한국,위키리크스한국,"Thu, 03 Sep 2026 04:57:00 GMT","보안 AI 잡은 네이버클라우드, 하이퍼클로바X 산업 현장 넓힌다 위키리크스한국",https://news.google.com/rss/articles/CBMicEFVX3lxTE1nRlZpYUhjdkhOTnRnTlo3R29WeDlSdGJsNndOYWdFSzh6a25fODUtMk5tTEctTkY0MFplb3g1T081cjYyWmVMY1JvU2M3bVBUN1A2T1JiSnB1dkxRQmM4ZW9CWXNfS29FTERzdnVNQTM?oc=5,google_rss_네이버 AI when:2d,336.0,30.5,"ai_agent,ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,336.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:보안 ai 잡은 네이버클라우드 하이퍼클로바x 산업 현장 넓힌다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:보안 ai 잡은 네이버클라우드 하이퍼클로바x 산업 현장 넓힌다,comp_domestic_ai_platform,,,
2262,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡 가구매 검색량 급락, 네이버 블라인드 제재 - 서비스 홍보 - 멈춰야 할 신호 3가지, 8월 기준",쿠팡 가구매 검색량 급락 네이버 블라인드 제재 서비스 홍보 멈춰야 할 신호 3가지 8월 기준,아이보스,아이보스,"Thu, 03 Sep 2026 14:09:54 GMT","쿠팡 가구매 검색량 급락, 네이버 블라인드 제재 - 서비스 홍보 - 멈춰야 할 신호 3가지, 8월 기준 아이보스",https://news.google.com/rss/articles/CBMiUEFVX3lxTE1DYlVHRzdEcWZnNmFwZ2FEZDRQc3lsaE9yeTRJcVd1ZGlYLURCdWxkZnpWQ19vWDZSbDJsWUlfVmg4TWRaendvX0dBWHJXdktj?oc=5,google_rss_쿠팡 when:2d,328.5,74.5,"legal_regulatory_enforcement,search_ads",legal_regulatory_enforcement,"네이버,쿠팡",,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,naver,328.5,legal_regulatory_enforcement,competitor:platform_obligation,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation:sanction_penalty,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,comp_domestic_direct_risk,,,
2014,경쟁사/해외이슈,경쟁사_해외이슈,네이버,주요 광고 플랫폼 무료 교육 사이트 총정리｜네이버 카카오 구글 메타 틱톡 - 마케팅 - 정보공유,주요 광고 플랫폼 무료 교육 사이트 총정리 네이버 카카오 구글 메타 틱톡 마케팅 정보공유,아이보스,아이보스,"Thu, 03 Sep 2026 04:13:09 GMT",주요 광고 플랫폼 무료 교육 사이트 총정리｜네이버 카카오 구글 메타 틱톡 - 마케팅 - 정보공유 아이보스,https://news.google.com/rss/articles/CBMiT0FVX3lxTFA1eG9rM2N5QndqZUd1NkxXZGRrMUhfckpkUFJYejFxb2loemd1dURZS21xUUpwYkJLemd5YUhtd2VBTFR3VWlvTXZuRG5SYTQ?oc=5,google_rss_네이버 개인정보 when:2d,318.0,21.5,"market_power_platform,search_ads",market_power_platform,"구글,네이버,메타,카카오",,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:kakao:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,318.0,market_power_platform,self:general,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kakao:platform_regulation,self_filler_reference,,,
2036,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"(왼쪽부터) 김유원 네이버클라우드 대표, 채선주 네이버 전략사업대표 겸 네이버 이노베이션 의장, 왈리드 K. 알랑가리 네이버 이노베이션 최고성장책임자(CGO)가 31일(현지시간) 사우디아라비아 리야드에서 열린 글로벌 기술 전시회 'LEAP 2026' 현장을 둘러보고 있",왼쪽부터 김유원 네이버클라우드 대표 채선주 네이버 전략사업대표 겸 네이버 이노베이션 의장 왈리드 k 알랑가리 네이버 이노베이션 최고성장책임자 cgo 가 31일 현지시간 사우디아라비아 리야드에서 열린 글로벌 기술 전시회 leap 2026 현장을 둘러보고 있,전자신문,전자신문,"Thu, 03 Sep 2026 12:13:28 GMT","(왼쪽부터) 김유원 네이버클라우드 대표, 채선주 네이버 전략사업대표 겸 네이버 이노베이션 의장, 왈리드 K. 알랑가리 네이버 이노베이션 최고성장책임자(CGO)가 31일(현지시간) 사우디아라비아 리야드에서 열린 글로벌 기술 전시회 'LEAP 2026' 현장을 둘러보고 있 전자신문",https://news.google.com/rss/articles/CBMihxFBVV95cUxNREhWdUY1Ykg3OGxWd3ZZTGlzQmJQUjN0ckRBekgtaVUtekRzUHV3YU00aWdybjh6OEczWEhtYjhZcmhhSTNkREd2WVFlcU1ncjlmbDRyZV81VWdqQ0JPb09tTkh0UC1IT2h5RmtIdHNWdElyNm9pbXRuWkZJczAxUFZhNGtsakNsV0JHcDhzU190U1cxRE0xUkFKeUhUcGxLLXNvLXZtZkROT2JveEY5UXBzdjlkaUk5ekREVFJ6bnBJSjE1eFkxVUlORzNla3JCX1A0dU1IbkVpYzVfTVJBWjl5MjYyZVQ5c0d0d2hGWlRqYmRVQWpDSkJyaTc1OGpad3NEc0dWZl8xLWZRWDBOR29yXzhaalNpOVc0ai1JenpDa3gyOXJkeUJyYUpSZ1dyVUZjZk5DSzhqN1BudzJaYmFLVDZFd0ZsTDdqdGJJRDdzLW1nR0I4RGxsV1h2XzBEZmhGSGVZcmtwTGNyYThDZFdkZjNXT1BpaWRBZ3hMS1N4YVExWS1BNkFUUDcyemxOWE96WEVnTVk2Y2UxZkhNWVg1SmhhOWEyY2dHbjhPMFBxMnRkQUtHWDhvX2ZUanVmMU8tZHVnRmlGOTUzZFc0bThCNkVxWlF6SHJSaXgyelJoWnhfOC16bndPZXdnTm14ZGRBQlFfQl9DcjBadThsMm5MOU9aYTNkY3FocTBTN25SUzg3eGhydkVpWWI0Mm1GWDRPM1g3UTVCWUVVUlBXNjhKbHNLeWkxWDYxSkcxczJhd2dQVlZ5d1p5dlN4bTlSRjF6Y2JmY3YtMmxmWGMxVmNPVFd5OW9CQW9FY29iZkRQM2tNY1BCTDV2bGNZekRTMlQwLVpFUmpLMTV2bkdMLWkydTB1c3VqbmpHdjRxTmVmcjY3MzU2dm9MRVlKcEw2NTJyMEJURUFnNWVSd2puU0dEN05yQmc1dW1xTHNTby1ncVJSUmlLbTlvSW9VM2g0eWtGWXlnUnJtUjczb2VBaVI5cXc5cXQ2OXlEdUdIXzEwM3NCS0xGSTI1ZXM0ejFMOTYwMW93aXlBUTlMWFFiYTFzMk9vUEJQcjlpLWZFc21xTGVRUjdSVEJPYXZ0dlp3OEV3el9YQWNDZ3UtWkV6X1d3dlhka1BHQnRVSmxEZE9iRldTWWd2ODNER3hiLTBXZXZHbUEyM1NobU13VWpqMC1Ic1ZMUnFZUFFVSnJNMktKbmluUFJOYlJqRTVwbTJDUHFyYTBVTWlmbDdJN01WODRGaTRlMnFva0Z3ZUMzWG9INEd6c2hFdTlOYUJwVmthWGJjYm8yWHNhSDlZaVJQQXl4Z0M0UTRtX3pQM0U1Qkx6blR3RUxlMFpNOW5oZlNGbnVza3E2OXd5b3FNOGtaOXZWQzVRZlRBREtTcnJTYjUzSWZPR0FvQTNOMjF1U0E5RDF3TEhzTFEzNmd4dGhhLUNhUWROUmtKRF9JU052bTlDaU9UNzd2eDh2TnhyeEdqSm4wM3Frbnh6dFBYSlVwNW1vcWZudHJEYTM1YkROSExxQms4SlRQSWdXTmR0UXp6MWhsU29SUUhza0FjSHVqSDY4eGdGY01IMDY2eEN6Y2gyUk5DNXVqUGt4SGdXbURhQUQyeE1oSTd2LVg0bWJlMFJyLXNhb3ZJa2hxdm5fWEVzV3Z0Ym5Uc0RQVzNOQUNmWlJDMkVrd1NoY2ctM0hiRl82VFRON3J1dHVzY0VPSmJJeENSVXJkSzVRTnFmUW9QWThWb1lYbFNzbXBacjJmc283VDN3a1JibWhlTkdLbTA5YUI4SFlWV3N5MlhwcnNkMTFmN1p1em9ybFhkTWZfYmx6OHI0N1FyOFVDdVhReFNfN3dwX1FlSGkyUlhfOXRITDVIQmFIV01UVDV0b3p3QWRiazNEcXNIS203YmluamVJN3BzTWZGY2VhMnVGWnBUWjBNNHpsSXBJQjUxU19ZZXZrQVYzZlI4dVJaS05yekNtOW1XYzk3NDh6UjExTUFOZ2Z3TWJOUm1XNmZTMkh0ZTZlbHVlN2I3dlc0NUxtcVdrNXVILXIya3ZxcWx2eG9pOGVBN0ZJTVJYT3dOTEd1Q3NzU1hNZGYyNjR4aHc2YWEzaG9GYnpDZGZvQ0hPY3NvR3lOZVlmNXFyU19GUHFsaVZkcV9fOUozYlM2cU1GUk13TEktbHdZUzFCd0RNa3BRN1IwRjRZU3hSenM1ME9qVW9mYWh1NEJvcnJKdzhRdThzQkJXc25LMTNxSllhVzVjSjBlbm13UlEydzVtMXBpTXVuRklHSmkzdjVyYXRKWUZDaFJfTmtYakhyYWQzMTZoMmJKVXMzS1pSNlIyTEMyajhPcjJ0cVdDY1hrUG4tVERZUFB3TjZfdS1EU2dnOXFPd3hpem81RFhZNXB3Q2ExaUpVT3VCMnZFUy1hNEo2LUkwRDdYQXpKOEJwM0l4cEFVckdNSFRLMEoyaUtUQ0NEVEtjUVFySUFObTR3ek1zZHRMdklqZ1hDa0RIamlGdnIwVmdZZzJNc2VRTzVxci10Qk9XdmNGY2hTN2p2WGNJYmM4d3JzbGMtdGZDbW90cEdHN3NITWpuT1ppZVA2S2tSdGZIUnhyV1ZMMktCb3dxQUswM2lIMU51bDhSZXJXaGh1bENuZUE4dnFnWDNjd1JaT0dWOWtlVnlrRFpVM05MXzUzVXZsRnVuVHBnQ1A5RUlzOXVfQlR5V2wyMGFmdUVHMjZQTUdKRURUUUxkcllURkZzX3ZSb3hSejhnNjFIdmlubnkwSHJfOXpUTDNOX1pSR3BnUk03UzJMcXVBNWVVdnhoNEktWi1wM1FDbTk5OFhsXzA5dWRNdGJoQkpoTHdPQ2xtQU5DYmFEY2p4YUlQa2VMOTByNHNVa29wRkNScUZJMU85OGZuMA?oc=5,google_rss_네이버 site:etnews.com when:2d,316.0,23.5,"platform_obligation,policy_legislation,self_pr_promo",platform_obligation,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:naver:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,316.0,"policy_legislation,platform_obligation",competitor:general,global_incident:leadership_service:naver:leadership_service:general,global_incident:leadership_service:naver:leadership_service,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:leadership_service:naver:leadership_service,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:leadership_service:naver:leadership_service,comp_domestic_ai_platform,,,
2889,경쟁사/해외이슈,경쟁사_해외이슈,메타,"“영수증·명함, 이젠 찾지 말고 검색하세요”…SKT, 메타 AI 글래스 품은 ‘에이닷 로그’ 출시",영수증 명함 이젠 찾지 말고 검색하세요 skt 메타 ai 글래스 품은 에이닷 로그 출시,스포츠서울,스포츠서울,"Wed, 02 Sep 2026 21:00:00 GMT","“영수증·명함, 이젠 찾지 말고 검색하세요”…SKT, 메타 AI 글래스 품은 ‘에이닷 로그’ 출시 스포츠서울",https://news.google.com/rss/articles/CBMiWEFVX3lxTE1MMnBfQmdTUjRBRVkyUFVEUDYwYUFWdThjSy1PQVVlTTI0blZUdUdBMHJXVHBmSDg3T1NNeXNpNGNMVjlCN1gwdGZFdDVOazhIdnJQY0NrNlg?oc=5,google_rss_메타 AI when:2d,310.5,14.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"SKT,메타",,,,,,,general,14.0,published_yesterday,business_change,event:SKT+메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,310.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:영수증 명함 이젠 찾지 말고 검색하세요 skt 메타 ai 글래스 품은 에이닷 로그 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:영수증 명함 이젠 찾지 말고 검색하세요 skt 메타 ai 글래스 품은 에이닷 로그 출시,comp_domestic_ai_platform,,,
2833,경쟁사/해외이슈,경쟁사_해외이슈,메타,"[기술과 쩐의 전쟁] ⑬클라우드 없는 메타, AI 투자 늘릴수록 의구심만",기술과 쩐의 전쟁 클라우드 없는 메타 ai 투자 늘릴수록 의구심만,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Thu, 03 Sep 2026 07:39:00 GMT","[기술과 쩐의 전쟁] ⑬클라우드 없는 메타, AI 투자 늘릴수록 의구심만 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMie0FVX3lxTE4xYzJSQndqdkU5ZW5VeTF4dFBDYVlLeDdwMzA4T3Bkd2VNNFpDU2xSb3laN25WLVlyeDZ5eU81OUFUa0Y1X3FBZGhKOVBtOVNsR0hHMktDY1ZjMXdiNHlPdjdDZXVlMnd4c1J5R2NDVlpTTkdfWGNIX2ZROA?oc=5,google_rss_메타 when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,메타",,,,,,,general,14.0,published_yesterday,business_change,event:네이버+메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:기술과 쩐의 전쟁 클라우드 없는 메타 ai 투자 늘릴수록 의구심만,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:기술과 쩐의 전쟁 클라우드 없는 메타 ai 투자 늘릴수록 의구심만,comp_domestic_ai_platform,,,
1996,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[와이즈클럽 세미나 164] 미국 시황에서 찾아보는 AI 인프라 투자 흐름 - 나민식 SK증권 연구원,와이즈클럽 세미나 164 미국 시황에서 찾아보는 ai 인프라 투자 흐름 나민식 sk증권 연구원,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Thu, 03 Sep 2026 12:37:00 GMT",[와이즈클럽 세미나 164] 미국 시황에서 찾아보는 AI 인프라 투자 흐름 - 나민식 SK증권 연구원 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMihAFBVV95cUxPY0hpblNiN1FGRWFRWUN5dmozQWpJRHB1VTdJTzNjbVlVcnRrUDNPQW9TM3JyWXFQR211T0V0Y1RjcUZtWTZYel9YeHh0cXRacTRkVUlzYVktWVRQejlhd1E5dEJPejhtLVEtcm9FMzBnZHpadUdUcG9nWl8wb21WRlpIVlA?oc=5,google_rss_네이버 개인정보 when:2d,300.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,brand_not_in_title,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,300.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
