kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I004,자사_및_계열사_이슈,5,203,"202,208,2014,209,164,171,132",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_regulation,self_privacy_security,SELF_AFFILIATE_BUSINESS,686.8,"카카오 151억 과징금 소송 2심…""해킹, 예견 어려워"" vs ""보안 제대로 안 한 것"" - 머니투데이 | 카카오, 151억 과징금 항소심서 ‘보안조치 미흡’ 뒤집기 | 카카오 151억 과징금 소송 2심…""해킹, 예견 어려워"" vs ""보안 제대로 안 한 것"""
selected,2,I041,자사_및_계열사_이슈,4,1926,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버클라우드 컨소시엄 보안 환경 특화 ai 모델 오픈소스 로 제공,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버클라우드 컨소시엄, 보안 환경 특화 AI 모델 '오픈소스'로 제공"
selected,3,I003,정부_국회,5,383,"1928,1988,1948,2027,2064,2071,2000,1859,1942",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,711.0,"네이버클라우드, 정부 ‘사이버보안 특화 AI 파운데이션 모델’ 개발사업 최종 선정 | 네이버클라우드 컨소시엄, 국내 사이버보안 특화 AI 개발 착수 | 'AI 보안주권' 네이버가 맡는다…정부, 엔비디아 'B200' 256장 지원"
selected,4,I007,정부_국회,5,373,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,643.5,"네이버, 정부 ‘보안 특화 AI’ 사업 선정… “경쟁력 강화”(종합)"
selected,5,I035,정부_국회,4,1985,1983,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:privacy_security:naver:naver,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,615.0,"""해킹AI 막아라""…네이버클라우드, 정부 '보안 특화 AI' 개발 맡는다(종합) | “AI가 해킹하면 AI로 막는다”…네이버클라우드, 정부 보안AI 개발 맡아"
selected,6,I001,경쟁사_해외이슈,4,1812,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_finance_commerce:네이버 11월 멤버십 전용 새벽배송 가동 쿠팡과 배송 경쟁 불붙는다,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,726.5,"[단독]네이버, 11월 멤버십 전용 '새벽배송' 가동…쿠팡과 배송 경쟁 불붙는다"
selected,7,I002,경쟁사_해외이슈,4,404,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,720.5,"티빙, 쿠팡 과징금 유탄 맞나…‘남 일 아니다’ 유통플랫폼 초긴장 : 네이버 블로그"
selected,8,I006,경쟁사_해외이슈,4,1973,"1933,1992,1987,1914,1990,1401,1993",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,657.0,"내년 7월 'K미토스' 개발…네이버, 韓 보안 AI 생태계 만든다 | 보안특화 'K미토스' 네이버가 만든다 | ‘K-미토스’ 만든다…‘보안 특화 AI’ 개발 사업자, 네이버 선정"
selected,9,I008,경쟁사_해외이슈,4,1959,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 ai 잡은 네이버클라우드 하이퍼클로바x 산업 현장 넓힌다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"보안 AI 잡은 네이버클라우드, 하이퍼클로바X 산업 현장 넓힌다"
selected,10,I009,경쟁사_해외이슈,4,2022,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 특화 ai 개발 사업자에 네이버클라우드 컨소시엄 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[속보]'보안 특화 AI' 개발 사업자에 네이버클라우드 컨소시엄 선정
selected,11,I038,정부_국회,5,354,1931,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:네이버 컨소시엄 정부 보안 특화 ai 사업 따냈다,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,590.0,"네이버 컨소시엄, 정부 '보안 특화 AI' 사업 따냈다 - 머니투데이 | 네이버 컨소시엄, 정부 '보안 특화 AI' 사업 따냈다"
selected,12,I044,정부_국회,5,316,"2003,1921,1934,2021,2117,2040,2030,2050,2066",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26: 정부/국회 행위가,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,579.0,"과기정통부, 내년 AI예산 9조4000억원…GPU·데이터에 4조6500억원 집중 | 네이버, '국가 보안 AI' 개발 착수…GPU 4천장 투입 | SKT, 네이버에 보안 AI 사업 내줬지만…""협력 계속"""
selected,13,I060,자사_및_계열사_이슈,4,342,61,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:정부 sk텔레콤 카카오 kt와 모두의 ai 출시 협력 논의,self_strategic_reference,SELF_AFFILIATE_BUSINESS,502.8,"정부, SK텔레콤·카카오·KT와 '모두의 AI' 출시 협력 논의 | 정부, SK텔레콤·카카오·KT와 '모두의 AI' 출시 협력 논의"
selected,14,I084,자사_및_계열사_이슈,5,211,"200,236,201",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,global_incident:platform_enforcement:kakao:privacy_data_violation,platform_obligation,SELF_INCLUDED_REGULATION,424.0,"카카오 '151억 과징금' 항소심서 개인정보위와 공방 | 카카오 '151억 과징금' 항소심서 개인정보위와 공방 | '개인정보 유출' 카카오 151억 과징금 불복 항소심 시작…""유출 아냐"" vs ""보안조치 미흡"""
backup,1,I005,경쟁사_해외이슈,4,2262,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,684.5,"쿠팡 가구매 검색량 급락, 네이버 블라인드 제재 - 서비스 홍보 - 멈춰야 할 신호 3가지, 8월 기준"
backup,2,I010,경쟁사_해외이슈,4,2055,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 국가 보안 ai 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, ‘국가 보안 AI’ 만든다"
backup,3,I011,경쟁사_해외이슈,4,2065,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 특화 ai 개발 사업자에 네이버 컨소시엄,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[속보] '보안 특화 AI' 개발 사업자에 네이버 컨소시엄
backup,4,I012,경쟁사_해외이슈,4,1852,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 국내 보안 환경 특화 ai 모델 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 국내 보안 환경 특화 AI 모델 만든다"
backup,5,I013,경쟁사_해외이슈,4,1994,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 국내 보안 환경 특화 ai 모델 개발 착수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 국내 보안 환경 특화 AI 모델 개발 착수"
backup,6,I014,경쟁사_해외이슈,4,1920,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 초거대 사이버 보안 ai 모델 개발,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 초거대 사이버 보안 AI 모델 개발"
backup,7,I015,경쟁사_해외이슈,4,1932,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 700b급 보안 특화 ai 개발,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 700B급 보안 특화 AI 개발 - 조선비즈"
backup,8,I016,경쟁사_해외이슈,4,1964,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안특화 ai 개발 사업자에 네이버 컨소시엄 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,'보안특화 AI' 개발 사업자에 네이버 컨소시엄 선정
backup,9,I017,경쟁사_해외이슈,4,1929,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 700b급 보안 특화 ai 개발 보안 ai 생태계 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 700B급 보안 특화 AI 개발…보안 AI 생태계 구축"
backup,10,I018,경쟁사_해외이슈,4,2009,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 컨소시엄 사이버 보안 특화 ai 파운데이션 모델 개발 사업자로 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 컨소시엄, 사이버 보안 특화 AI 파운데이션 모델 개발 사업자로 선정"
backup,11,I019,경쟁사_해외이슈,4,1909,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 한국형 보안 ai모델 개발,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, ‘한국형 보안 AI모델’ 개발"
backup,12,I020,경쟁사_해외이슈,4,2051,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안특화 ai모델 개발 네이버클라우드 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,보안특화 AI모델 개발… 네이버클라우드 선정
backup,13,I021,경쟁사_해외이슈,4,2061,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 700b급 보안 특화 ai 2종 개발 착수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 700B급 '보안 특화 AI' 2종 개발 착수"
backup,14,I022,경쟁사_해외이슈,4,1911,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 보안 ai 최종 사업자 이달 개발 착수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 보안 AI 최종 사업자…이달 개발 착수"
backup,15,I023,경쟁사_해외이슈,4,1915,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버와 lg가 손잡았다 700b급 국가 보안 ai 개발에 나선 진짜 이유,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"""네이버와 LG가 손잡았다""… 700B급 '국가 보안 AI' 개발에 나선 진짜 이유"
backup,16,I024,경쟁사_해외이슈,4,1954,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 특화 ai 네이버클라우드가 만든다 32개 기관 참여,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,'보안 특화 AI' 네이버클라우드가 만든다...32개 기관 참여
backup,17,I025,경쟁사_해외이슈,4,1943,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 보안 특화 ai 모델 개발 사업 맡는다 33개 기관 참여,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, '보안 특화 AI 모델 개발' 사업 맡는다…33개 기관 참여"
backup,18,I026,경쟁사_해외이슈,4,1939,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 사이버 보안 특화 ai 개발 33개 산학연 뭉쳤다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 사이버 보안 특화 AI 개발…33개 산학연 뭉쳤다"
backup,19,I027,경쟁사_해외이슈,4,1956,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 7천억 파라미터급 사이버 보안 특화 ai 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 7천억 파라미터급 ‘사이버 보안 특화 AI’ 만든다(종합)"
backup,20,I028,경쟁사_해외이슈,4,1961,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 7000억 매개변수 국가 보안 ai 개발,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 7000억 매개변수 '국가 보안 AI' 개발"
backup,21,I029,경쟁사_해외이슈,4,1951,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 보안 특화 ai 모델 개발 사업자로 최종 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 보안 특화 AI 모델 개발 사업자로 최종 선정"
backup,22,I030,경쟁사_해외이슈,4,2015,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 사이버 보안 특화 ai 파운데이션 모델 개발 프로젝트 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 사이버 보안 특화 AI 파운데이션 모델 개발 프로젝트 선정"
backup,23,I031,경쟁사_해외이슈,4,1917,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 특화 ai 사업자에 네이버클라우드,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[속보] '보안 특화 AI' 사업자에 네이버클라우드
backup,24,I032,경쟁사_해외이슈,4,1941,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 b200 4000장 자체 투입 2개 보안 ai 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, B200 4000장 자체 투입…""2개 보안 AI 만든다"""
backup,25,I033,경쟁사_해외이슈,4,312,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:보안 특화 ai 모델 개발 사업자에 네이버클라우드 컨소시엄 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,615.55,보안 특화 AI 모델 개발 사업자에 네이버클라우드 컨소시엄 선정
