id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유
2088,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지""",하나증권 네이버 톱픽 엔비디아가 지분 투자하는 전진 기지,연합뉴스,연합뉴스,"Wed, 19 Aug 2026 23:28:47 GMT","하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9YYk5WclUtT3BFN0tkSDRsbkJkTzgxMUFuX1oxSzhKSXpFbnlmbjdabE1YemRrMG5ZeE41UV9WMm1nb3MtUWNUSHptSzItNGdVZDdiM0dxMEdqaXfSAWBBVV95cUxQRUZ4ZG9UeXRMUVpwWTJnRTY0S3dQelcwWXZHR243U1hwbkdEanR6VXZYam83UlNqYy1TYUZUY2planZnbUpCekdkcjQ1QkxvSmo4aFBvYXlqVkM4b1Bqejk?oc=5,google_rss_네이버 site:yna.co.kr when:2d,376.5,31.5,strategy_mna_governance,strategy_mna_governance,네이버,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,376.5,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,,
2169,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 앤트로픽에 1400억 추가 배팅…AIDC부터 보안까지 협력",skt 앤트로픽에 1400억 추가 배팅 aidc부터 보안까지 협력,블로터,블로터,"Wed, 19 Aug 2026 09:11:47 GMT","SKT, 앤트로픽에 1400억 추가 배팅…AIDC부터 보안까지 협력 블로터",https://news.google.com/rss/articles/CBMiaEFVX3lxTE91UmFsd21SRjRGcldvWGEzQ0ZSb1gyWDFWOGhWVUd5cVFfbDFTUmJ5ay04M1NlLTZFdlpzTXlMMEo5NWlsbTFGLXlXdENVY0NkcTV0SFcxOS13OVRveGtqUjRzY09paFph0gFsQVVfeXFMUF9CR1ZMNjVvMEFZZTFnczJJWGVnU3RRLXBNSUFXeVRUdlBxc0hMSC1ra0lBNjFVUG9wcDdRSl9iZzJSWFhxWWhTc1JOUkhwTE8yYW1rY3lsUU9Hb2o3OEV0amV2aElraDNzOEdY?oc=5,google_rss_SKT when:2d,375.5,35.0,"ai_infrastructure_security,aidc_datacenter,phishing_security,privacy_security_reliability",aidc_general,"SKT,앤트로픽",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,375.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1936,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지""",하나증권 네이버 톱픽 엔비디아가 지분 투자하는 전진 기지,v.daum.net,v.daum.net,"Wed, 19 Aug 2026 23:30:50 GMT","하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBrdE85a05KUERpZDNUcVJPcnRPUFlSazBGTWtDUU5FN2hHOWZXUmRxM2RBczdGQTkwdjg2cV8wazFnbEpsbTM2Z0VOS0NOT3c?oc=5,google_rss_네이버 when:2d,369.5,31.5,strategy_mna_governance,strategy_mna_governance,네이버,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,369.5,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,self_filler_reference,,
2234,경쟁사/해외이슈,경쟁사_해외이슈,KT,[KT 점검①] 인증서 10년·해외 IP도 접속…11개월 뚫린 KT 보안망,kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,네이트,네이트,"Thu, 20 Aug 2026 01:28:00 GMT",[KT 점검①] 인증서 10년·해외 IP도 접속…11개월 뚫린 KT 보안망 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE54TlZ0Q2x3bzFXcmt0NVJrWVhUbVQ2QkdlclNrWkhkUW9WZldBZ1EzMkNNcFpwdlZuQkRLWTBnUzJYdUlhNDE2MHY0UElxUS1ZNDl6aDJPX29HZldFWkdkNQ?oc=5,google_rss_KT when:2d,324.0,18.0,"phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,official_action,event:KT:phishing_security+privacy_security_reliability,investigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,324.0,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,comp_domestic_public_infra,,
2245,경쟁사/해외이슈,경쟁사_해외이슈,KT,[KT 점검①] 인증서 10년·해외 IP도 접속…11개월 뚫린 KT 보안망,kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,스포츠한국,스포츠한국,"Thu, 20 Aug 2026 01:27:09 GMT",[KT 점검①] 인증서 10년·해외 IP도 접속…11개월 뚫린 KT 보안망 스포츠한국,https://news.google.com/rss/articles/CBMicEFVX3lxTE54TGZxUVVVclFMcHFQcDlOY0pwbUpmZ0JpM0FpbmRFNEV3T3F3cHN0MEs5ajhkYk5GNlVZd0RhRlhSSk5kM0F5b0plZjRuYWpjZ3FSMkFvRkRUcTdNdlZ4WGlhTERRc2NVbHlsSDI2R1jSAXRBVV95cUxOZHdvX3pKZUFPOWRkQzhvWXg5eUdoYkhuZnZGMHpCT0M0aXYtN19aQXhYMG9fUWtaTVE4SW9xM2VSamV3V2RmOGJxdFlsZDl3UFVOc0ZxVmxxVExGZmFTSlhoSmNfR1VpMWFxUWdZMldNUGJNWg?oc=5,google_rss_KT when:2d,324.0,18.0,"phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,official_action,event:KT:phishing_security+privacy_security_reliability,investigation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,324.0,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:kt 점검 인증서 10년 해외 ip도 접속 11개월 뚫린 kt 보안망,comp_domestic_public_infra,,
2016,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[머니네버슬립] 엔비디아, 오픈AI 150조 보증…순환금융 지적 : 네이버 블로그",머니네버슬립 엔비디아 오픈ai 150조 보증 순환금융 지적 네이버 블로그,Naver Blog,Naver Blog,"Wed, 19 Aug 2026 18:03:59 GMT","[머니네버슬립] 엔비디아, 오픈AI 150조 보증…순환금융 지적 : 네이버 블로그 Naver Blog",https://news.google.com/rss/articles/CBMijwFBVV95cUxOUG4zSjllTU9yS25HNHVIUHV2MTE2WWJVSThzNXh2bVY0X3pGOGJkbWxiVVkxTjhzNU9saXAwVHpvNUp6LWJ0YlYxZ2tBcnU3RlM0UHpQRDBQMzg5VGh6dnJTbkx6djgzeUpmS0w2ekJxSFJaYThnNjBNMlA0X2JMY2U4LTFGcWdwWW9xdEZFQQ?oc=5,google_rss_네이버 AI when:2d,322.0,-14.0,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:naver:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,322.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:naver:openai_security_access:general,global_incident:ai_security_policy:naver:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,,
2235,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ‘K-PATH 2026’ 16개사 선발…AI 스타트업과 AX 협력 확대",kt k path 2026 16개사 선발 ai 스타트업과 ax 협력 확대,마이데일리,마이데일리,"Thu, 20 Aug 2026 01:36:55 GMT","KT, ‘K-PATH 2026’ 16개사 선발…AI 스타트업과 AX 협력 확대 마이데일리",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5HcUczV2dtZ0N1NG5wUDVwZW8xRC1IT1ZreDVfLUVWUjRoUW1iTFI2NERRcklqb0JsZXhwU1ZMcFVVRDF3MzhYSXlwRGVqeG1XZzc3MUV1TXF4N0J4S3ZiRg?oc=5,google_rss_KT when:2d,319.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,319.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2197,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 스타트업 16개사와 AX 협력 확대…공동 프로젝트 추진",kt ai 스타트업 16개사와 ax 협력 확대 공동 프로젝트 추진,서울경제TV,서울경제TV,"Thu, 20 Aug 2026 00:57:35 GMT","KT, AI 스타트업 16개사와 AX 협력 확대…공동 프로젝트 추진 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9OdVNnLTNJMzVJblNVZkpSTng2VjlaTG40dWI4VlE1Zkl1VEhSQ29NUlg2ek5Lcm5pTGxzQU1EX2s5R0FBXzQ5Y2d3clZQZmp6UGx4SFhQTjFCVEtYNWxlaE9iUng?oc=5,google_rss_KT when:2d,319.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,319.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2208,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 스타트업 16곳 선정해 AX 사업 개발 협력",kt ai 스타트업 16곳 선정해 ax 사업 개발 협력,v.daum.net,v.daum.net,"Thu, 20 Aug 2026 01:31:52 GMT","KT, AI 스타트업 16곳 선정해 AX 사업 개발 협력 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1LZDBqRk0tZFhPLWhoS2FnZGNxNEEyMncxQjdXYzRVNmJxMFlGbFFYb015clN0THhoWWpXU05yQ1hSc1hvTUxHRTlJLUx4NDA?oc=5,google_rss_KT when:2d,298.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,298.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,2,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,self_filler_reference,,
2204,경쟁사/해외이슈,경쟁사_해외이슈,KT,"[이로운상생] KT, 'K-PATH 2026' AI 스타트업 16곳 선정…AX 사업 협력 본격화",이로운상생 kt k path 2026 ai 스타트업 16곳 선정 ax 사업 협력 본격화,이로운넷,이로운넷,"Thu, 20 Aug 2026 01:23:32 GMT","[이로운상생] KT, 'K-PATH 2026' AI 스타트업 16곳 선정…AX 사업 협력 본격화 이로운넷",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5iQU1BRWRPSk1oVGJXUEhfNTdxQlNCYkpuWjg3bVlydGtmOFJHdWRtX213bTg2T3ZZdFRTSVZ0NnBxa19BV2ZVT1owNVRsdVFneXNZRnVpMU9ZLVF5d3BnZmpWWFJwQQ?oc=5,google_rss_KT when:2d,298.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,298.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
