id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
2279,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"“엔비디아 칩 잡아라”… LS일렉트릭·LGU+, ‘초절전 AI 데이터센터’ 맞손",엔비디아 칩 잡아라 ls일렉트릭 lgu+ 초절전 ai 데이터센터 맞손,지이코노미,지이코노미,"Wed, 22 Jul 2026 08:48:30 GMT","“엔비디아 칩 잡아라”… LS일렉트릭·LGU+, ‘초절전 AI 데이터센터’ 맞손 지이코노미",https://news.google.com/rss/articles/CBMiZEFVX3lxTFAwV2ZJb0dSdlhsRVFkM1U5TmFPak9KWmlncmNZNzBoWUdOMGMtMVNYS1ZXclVjZjlocVNfNDFQMXduUXhzenFoT1lPbWc0WVdIVUxNUndiOFZhdWlkMzJnek9Jc24?oc=5,google_rss_LGU+ when:2d,355.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,LGU+,,,,,,,general,14.0,published_yesterday,business_change,event:LGU+:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,355.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
1943,경쟁사/해외이슈,경쟁사_해외이슈,네이버,브룩필드 자본에 엔비디아 칩 더한다…이해진 네이버 'AI 팩토리' 승부수,브룩필드 자본에 엔비디아 칩 더한다 이해진 네이버 ai 팩토리 승부수,뉴시스,뉴시스,"Wed, 22 Jul 2026 21:00:00 GMT",브룩필드 자본에 엔비디아 칩 더한다…이해진 네이버 'AI 팩토리' 승부수 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTFBRLVF1QUpTSjF0TGpMUzl1U1RNelBmeW9PNGRKOTlOcjdPUDVaRWdWSlZVcEhHTXNJYzFwUTM0QlQ1OHBNb2JIbzBBSGlsck0yallQcDhVc1hWM2hJeHVDOWEtcFV1azdnX1VRNE15TW9oYVV2QnZjNdIBeEFVX3lxTFBRLVF1QUpTSjF0TGpMUzl1U1RNelBmeW9PNGRKOTlOcjdPUDVaRWdWSlZVcEhHTXNJYzFwUTM0QlQ1OHBNb2JIbzBBSGlsck0yallQcDhVc1hWM2hJeHVDOWEtcFV1azdnX1VRNE15TW9oYVV2QnZjNQ?oc=5,google_rss_네이버 when:2d,353.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,353.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:브룩필드 자본에 엔비디아 칩 더한다 이해진 네이버 ai 팩토리 승부수,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:브룩필드 자본에 엔비디아 칩 더한다 이해진 네이버 ai 팩토리 승부수,comp_domestic_ai_platform,,,
2317,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"범LG 뭉쳤다...LS일렉·LGU+, AI 데이터센터 전력 인프라 개발 맞손",범lg 뭉쳤다 ls일렉 lgu+ ai 데이터센터 전력 인프라 개발 맞손,MSN,MSN,"Wed, 22 Jul 2026 03:36:41 GMT","범LG 뭉쳤다...LS일렉·LGU+, AI 데이터센터 전력 인프라 개발 맞손 MSN",https://news.google.com/rss/articles/CBMi-AJBVV95cUxQNGNLemNFMmplZ0xDcXpIRzlBX2ZScXVQVEl0QTNnRlFGYW5XTEVwaVBWQTFhMG02MTNDYUpLNWI3M053R1UxdUVBaW9vUWtnalJpQmN4MmpGOC1Id0NOM1VrakNHR25ySFVibkJTUVdHZkNrRzFOdlNKMXdXak1Jc0JMM1dKTG5KS2Z4UlJUOU1yQnRHZGZnQ0s3Z01UV2tVRldmSVV2alphT0dYeXo3Zjd6MGJ0Q09veTVhazhpZnZlZk9sRDdDSWpXT19ud1NCb090R3BVTHBfeXp6aTN6RXBhRzZQWmJmUmxfTFhldXJBVDNmR18yczkwSHc2cFNiU0ZrZjU4SHBiWVB5VzRXM1JUOU9yR01pNjhWQ24yQkZaeFZMUHBkOGYyanVla2lrbTA2akMzXzU4dzJjMUlXTmRRRUNnU2FYaGpoM0VxQTlKUmdQRmIyZXJHb05VSGhRVHJ5UnM2SjlqTkhfaGlwUGQ3TGZhWGdV?oc=5,google_rss_LGU+ when:2d,352.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_law_power,LGU+,,,,,,,general,14.0,published_yesterday,business_change,event:LGU+:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,352.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
1990,경쟁사/해외이슈,경쟁사_해외이슈,네이버,구글 vs 엔비디아·삼성·SK·네이버…실리콘밸리發 AI 전쟁 초읽기,구글 vs 엔비디아 삼성 sk 네이버 실리콘밸리 ai 전쟁 초읽기,인포스탁데일리,인포스탁데일리,"Wed, 22 Jul 2026 03:00:00 GMT",구글 vs 엔비디아·삼성·SK·네이버…실리콘밸리發 AI 전쟁 초읽기 인포스탁데일리,https://news.google.com/rss/articles/CBMidkFVX3lxTE1GdjFjdWxhVVpqcmhSWGlHZmtQcks3YmpzWS1fbE00a3pMbERsaDN4dGZsRGxWdFBtQ3ZXelNPRWZHVE1oNk53WkZWUVlPSk8zUjl1UVF4M0UzVTRzZmVNSTV2MG05bDFjS0FDTk84aVVoS1Zocmc?oc=5,google_rss_네이버 AI when:2d,344.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,344.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글 vs 엔비디아 삼성 sk 네이버 실리콘밸리 ai 전쟁 초읽기,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글 vs 엔비디아 삼성 sk 네이버 실리콘밸리 ai 전쟁 초읽기,comp_domestic_ai_platform,,,
2826,경쟁사/해외이슈,경쟁사_해외이슈,구글,"테슬라, 구글 실적 분석. 계속 투자하는 이유",테슬라 구글 실적 분석 계속 투자하는 이유,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Wed, 22 Jul 2026 22:08:00 GMT","테슬라, 구글 실적 분석. 계속 투자하는 이유 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPXzJabWd0b2tZcEloT3luOEVaMHFHaDNIeWk1ek5BMkt0Yzl2UFdCSGFwSUxFVFJWYktESGVERk16TkJ5YVdxLVhRLW9DeXhVckZ6VUJuNjd6Rl94bVhKUDlVUkF6MGJyRDhTakZZOFdRTXlHZllQcm00dzdpVjVYNDZNUXlNUm40bURV?oc=5,google_rss_구글 when:2d,343.0,37.0,"earnings,financial_performance",financial_performance,"구글,네이버",,,,,,,general,24.0,published_today,analysis_with_direct_risk,event:구글+네이버:financial_performance,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,343.0,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:테슬라 구글 실적 분석 계속 투자하는 이유,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:테슬라 구글 실적 분석 계속 투자하는 이유,comp_domestic_strategy,,,
2104,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"리벨리온, SKT `A.X K1` 국산 NPU서 구동…AI 에이전트 실증",리벨리온 skt a x k1 국산 npu서 구동 ai 에이전트 실증,디지털데일리,디지털데일리,"Thu, 23 Jul 2026 00:53:40 GMT","리벨리온, SKT `A.X K1` 국산 NPU서 구동…AI 에이전트 실증 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5OeERNM3gwT2M2Q21nNnZRZ0lsNDFUX0RiSVRHbFNoLW45NnFsUWowTGFZaWE2QjVLZlpFbWVtSlRRbi10TEhmUlA5RjJlWXZVVWlBQkVrZC1RX0FWZ3BlX1FuV0U?oc=5,google_rss_SKT when:2d,337.0,24.0,"ai_agent,ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,337.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2166,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"리벨리온, SKT 'A.X K1' 국산 NPU서 구동…AI 에이전트 실증",리벨리온 skt a x k1 국산 npu서 구동 ai 에이전트 실증,네이트,네이트,"Thu, 23 Jul 2026 00:54:12 GMT","리벨리온, SKT 'A.X K1' 국산 NPU서 구동…AI 에이전트 실증 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBLN192R2tRRGlOUlhCOHJxV3NiRHlDNjNuV2xHbzFHdTlBRmU0SHd1NlNpZ0ZaT19tYlhHa2RSRXc4UzJRSGlQdjZUUFBiWk52UDRr?oc=5,google_rss_SKT when:2d,333.0,24.0,"ai_agent,ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,333.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2126,경쟁사/해외이슈,경쟁사_해외이슈,SKT,리벨리온 NPU 서버로 SKT 독파모 ‘A.X K1’ 구동,리벨리온 npu 서버로 skt 독파모 a x k1 구동,서울경제,서울경제,"Thu, 23 Jul 2026 00:37:48 GMT",리벨리온 NPU 서버로 SKT 독파모 ‘A.X K1’ 구동 서울경제,https://news.google.com/rss/articles/CBMiU0FVX3lxTE41OFFSaGZNM05qOXhRRkdEai1TQ1NjdURPUWhiZV8xV2hoY0ZiLU80cXpKWXdsbi1sUHlheDJ4OGVJZGw1aXJHdzlPNGFHcUZjX09v0gFTQVVfeXFMTjU4UVJoZk0zTmo5eFFGR0RqLVNDU2N1RE9RaGJlXzFXaGhjRmItTzRxekpZd2xuLWxQeWF4Mng4ZUlkbDVpckd3OU80YUdxRmNfT28?oc=5,google_rss_SKT when:2d,332.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,332.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:리벨리온 npu 서버로 skt 독파모 a x k1 구동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:리벨리온 npu 서버로 skt 독파모 a x k1 구동,comp_domestic_strategy,,,
2011,경쟁사/해외이슈,경쟁사_해외이슈,네이버,적자·과징금에 화재까지 겹악재 쿠팡…독주 체제도 흔들리나,적자 과징금에 화재까지 겹악재 쿠팡 독주 체제도 흔들리나,네이트,네이트,"Thu, 23 Jul 2026 03:00:00 GMT",적자·과징금에 화재까지 겹악재 쿠팡…독주 체제도 흔들리나 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBzMTZhUWozY0JCcHZ6V1ZUdlJISzd5Uk4xLVY3WldvQkEyNDZrTmhfQWc5dFVQd0dFSXdKelE1cmJJUDZOQmZkbnpNN0NlNUFNaktr?oc=5,google_rss_네이버 과징금 when:2d,331.0,89.0,"antitrust_platform,earnings,financial_performance,legal_regulatory_enforcement",antitrust_general,쿠팡,brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,naver,331.0,"legal_regulatory_enforcement,financial_performance",competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,
2103,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"리벨리온, SKT 초거대 AI 'A.X K1' 서버 구동 성공…국산 NPU 기술력 입증",리벨리온 skt 초거대 ai a x k1 서버 구동 성공 국산 npu 기술력 입증,지디넷코리아,지디넷코리아,"Thu, 23 Jul 2026 00:58:28 GMT","리벨리온, SKT 초거대 AI 'A.X K1' 서버 구동 성공…국산 NPU 기술력 입증 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBHcVZhZUdTa2RYSUhZNVREcU9ibzZ3SGNqZnppN0ZCLWl3MmZfNGNKQkdXc2JGUTlndWVZNFZNaU1VUFJLd3Flc1JrNHpqQjBsMG9oUDd3?oc=5,google_rss_SKT when:2d,331.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,331.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
