kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I034,자사_및_계열사_이슈,4,119,"125,190",로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_regulation,self_strategic_reference,SELF_AFFILIATE_BUSINESS,623.3,"네이버 창작자에 월 1000만원, 카카오·구글도 AI 승부수...플랫폼 기업들, AI 기능 강화 속도전 | 네이버·카카오 등 국내 플랫폼 AI 기반 서비스 확대 가속화 | 건강검진 플랫폼 착한의사, 카카오톡 선물하기 '건강검진권' 출시"
selected,2,I038,자사_및_계열사_이슈,4,1856,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버 ai 팩토리 예상 매출 5년 내 20조원 고객사 확보 지켜봐야,self_filler_reference,SELF_AFFILIATE_BUSINESS,576.5,"네이버 'AI 팩토리' 예상 매출 ""5년 내 20조원""…""고객사 확보 지켜봐야"""
selected,3,I001,정부_국회,5,2994,"207,197,405,409,403,413,3134,408",로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_data_protection_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,725.0,"개인정보위, KT 개인정보 유출 제재안 이르면 29일 심의 | KT 개인정보 유출 과징금 이번주 결론날까… 제재 수위 촉각 | KT 개인정보 유출 제재 이달 중 결론…과징금 규모 촉각"
selected,4,I033,정부_국회,4,687,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,623.5,"법원 “KT 5G 속도 광고, 기만·과장 해당…공정위 과징금 적법”"
selected,5,I040,정부_국회,5,1743,"1413,1751,1886,1885,1900,2092,2016,2174,1888",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_PLATFORM_RISK,572.0,"정부, AI 성능 뒷받침하는 컴퓨팅 인프라 전략 구축 나선다 | 국회 과방위 위원들, AI 인프라 투자·수출 전략 국회 토론회 개최 | 정부, 550조 투입해 AI 패권 쥔다…'3대 메가프로젝트' 본격 가동"
selected,6,I002,경쟁사_해외이슈,4,1863,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:hd현대 네이버와 ai 동맹 조선 데이터센터 미래선박 협력,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"HD현대, 네이버와 AI 동맹…조선·데이터센터·미래선박 협력"
selected,7,I003,경쟁사_해외이슈,4,1878,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 브룩필드 본사 찾는다 ai 팩토리 협력 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 브룩필드 본사 찾는다...'AI 팩토리' 협력 본격화"
selected,8,I004,경쟁사_해외이슈,4,1923,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 이해진 최수연 캐나다 방문 브룩필드와 ai 팩토리 투자 논의하나,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버 이해진·최수연, 캐나다 방문…브룩필드와 'AI 팩토리' 투자 논의하나"
selected,9,I006,경쟁사_해외이슈,4,1911,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai 팩토리 기술 자본 동맹 브룩필드와 인프라 투자 협상,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, AI 팩토리 '美기술·加자본 동맹'…加 브룩필드와 인프라 투자 협상"
selected,10,I007,경쟁사_해외이슈,4,1887,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 브룩필드 본사 방문 ai 팩토리 조 단위 투자 임박,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“네이버, 브룩필드 본사 방문… AI 팩토리 조 단위 투자 임박”"
