id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
2466,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드 ""엔비디아와 키우는 소버린AI, 글로벌 표준 흐름은 따라야"" |",네이버클라우드 엔비디아와 키우는 소버린ai 글로벌 표준 흐름은 따라야,시사저널e,시사저널e,"Wed, 24 Jun 2026 11:27:44 GMT","네이버클라우드 ""엔비디아와 키우는 소버린AI, 글로벌 표준 흐름은 따라야"" | 시사저널e",https://news.google.com/rss/articles/CBMidkFVX3lxTE9ELVFRc3hiMFRHclQ3cXV5dkdYTjJSemN4b252ekxmdzdFR2w1cTFXSzBRdGhsX2RCMnhWN0Jxa3lialI1Vk42OW9weXVDM3dXblllaEFpbDFxMWkta0hIaG5XYWJKbFp5bmM0QmxkYnhHTnU3SVE?oc=5,google_rss_네이버 AI when:2d,345.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,345.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 엔비디아와 키우는 소버린ai 글로벌 표준 흐름은 따라야,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 엔비디아와 키우는 소버린ai 글로벌 표준 흐름은 따라야,comp_domestic_ai_platform,
2533,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"쿠팡이 개인정보 유출 사태서 헤매는 사이... 네이버, 쇼핑 앱 신규 설치 '독주'",쿠팡이 개인정보 유출 사태서 헤매는 사이 네이버 쇼핑 앱 신규 설치 독주,생생비즈플러스,생생비즈플러스,"Thu, 25 Jun 2026 02:30:35 GMT","쿠팡이 개인정보 유출 사태서 헤매는 사이... 네이버, 쇼핑 앱 신규 설치 '독주' 생생비즈플러스",https://news.google.com/rss/articles/CBMibEFVX3lxTE9NeXUxdlZ4OWpqeDdBaFFuU05MNU81bUpCX0VVZWw3eHEyRXFCWEFPSXJVZjBNMXhsdWhLcnFRNFNWdXZDR1YzdXNESE5rRjRmcVJ1N3loUWswVGNiSHdneW1wSGl0UXZ5QXdrag?oc=5,google_rss_네이버 개인정보 when:2d,325.5,41.5,"phishing_security,privacy_security_reliability",security_privacy_leak,"네이버,쿠팡",,,,,,,general,24.0,published_today,direct_risk,privacy_security:coupang:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,naver,325.5,privacy_security_reliability,competitor:security_reliability,global_incident:platform_regulation:naver:coupang_designation_disclosure:general,global_incident:platform_regulation:naver:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:coupang_designation_disclosure,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:coupang_designation_disclosure,comp_domestic_direct_risk,
2542,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 중심 ‘통합보고서’ 발간…글로벌 커머스 스타트업 신규 투자",네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,네이트뷰,네이트뷰,"Thu, 25 Jun 2026 01:21:00 GMT","네이버, AI 중심 ‘통합보고서’ 발간…글로벌 커머스 스타트업 신규 투자 네이트뷰",https://news.google.com/rss/articles/CBMiVkFVX3lxTE84V3oxVUplcmpfQm5LVjZNMkVqS2NNM0tfSFJKVnBCTmUyaVV5ZVlTUkYyTmlGSnZodktMM09zaERYNDZ0SDdDcWhDZU9OUjRUVzVMakV30gFWQVVfeXFMTzhXejFVSmVyal9CbktWNk0yRWpLY00zS19IUkpWcEJOZTJpVXllWVNSRjJOaUZKdmh2S0wzT3NoRFg0NnRIN0NxaENlT05SNFRXNUxqRXc?oc=5,google_rss_네이버 스테이블코인 when:2d,324.5,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,324.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,comp_domestic_ai_platform,
2422,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 중심 '통합보고서' 발간…글로벌 커머스 스타트업 신규 투자",네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,포인트경제,포인트경제,"Thu, 25 Jun 2026 01:00:09 GMT","네이버, AI 중심 '통합보고서' 발간…글로벌 커머스 스타트업 신규 투자 포인트경제",https://news.google.com/rss/articles/CBMiakFVX3lxTFBXQUpUMVdOR2p1cWhXaUhVWmlIZ09XYjRJMzBrMGQxS0UzSUdoTlRhSVZZYjdlSk5lRTZ5SmFycVBWaTk3dkRGWF9XS012WWZ2ak5uTzBVSGFQelQ4NEVEcHY2ZlZGNEowM3c?oc=5,google_rss_네이버 AI when:2d,324.5,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,324.5,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,comp_domestic_ai_platform,
2379,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 에이전틱 AI로 해외 쇼핑 돕는 '사줘' 투자",네이버 d2sf 에이전틱 ai로 해외 쇼핑 돕는 사줘 투자,데일리안,데일리안,"Thu, 25 Jun 2026 06:10:00 GMT","네이버 D2SF, 에이전틱 AI로 해외 쇼핑 돕는 '사줘' 투자 데일리안",https://news.google.com/rss/articles/CBMiVkFVX3lxTE13T1dPU2Jrc181d2o3MjBPdlZqTV93OXRDeWNGOWhYalFRQXgwOEYtMkNBMTRCWUtQbF9ub0ZwSnFvSU1pVkp4cDhfcTBpd3ZraGJDT3hn0gHmAUFVX3lxTE9qZ21JU2lRQUUweFBWTWFqUDRURzl0R1hkVWVuQkNaRUdmM05GclBKSUhUa2dLY05jSG1JZFNEc2FxNmNKZFRiYW5DZmk3eFRWdktZb3dsZ1lXSVZ1VmRndmQ0Y2RJcGJrYWhyeS1YdlNFeHYwaFJwOHk2Z3MyNXdmQUNVcTR1VTYtclFkeWh1SzNPQUhSenY3ZnhaTHNic09zN002SEZhWGVuZWp4QlozRzI2Vm1rc3p5NUpiUzBpSWRSVlZmbDFSRVRQZFJkZjh0eEJFSE5qbGlXT01XTVJsRjlZdnR3?oc=5,google_rss_네이버 when:2d,322.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,322.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 에이전틱 ai로 해외 쇼핑 돕는 사줘 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 에이전틱 ai로 해외 쇼핑 돕는 사줘 투자,comp_domestic_ai_platform,
2586,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, AI 해외 직구 개척한 스타트업 ‘사줘’ 신규 투자",네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,서울경제,서울경제,"Thu, 25 Jun 2026 05:54:32 GMT","네이버 D2SF, AI 해외 직구 개척한 스타트업 ‘사줘’ 신규 투자 서울경제",https://news.google.com/rss/articles/CBMiU0FVX3lxTE95Njd4cGJ0bTllX2dOaHMtcTZLZ1V1U2tWU2ptdVJpQjVPVUFMVG4wTlpVaWZMWDBkLUM5X2VGQnkxUjdKQ0xvdXdKTXY1T2JIVm1j0gFTQVVfeXFMT3k2N3hwYnRtOWVfZ05ocy1xNktnVXVTa1ZTam11UmlCNU9VQUxUbjBOWlVpZkxYMGQtQzlfZUZCeTFSN0pDTG91d0pNdjVPYkhWbWM?oc=5,google_rss_네이버 site:sedaily.com when:2d,321.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,321.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,comp_domestic_ai_platform,
2566,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""공공 AI 생태계 풀스택 파트너 되겠다""…네이버클라우드, AX 시장 정조준",공공 ai 생태계 풀스택 파트너 되겠다 네이버클라우드 ax 시장 정조준,디지털데일리,디지털데일리,"Wed, 24 Jun 2026 06:45:19 GMT","""공공 AI 생태계 풀스택 파트너 되겠다""…네이버클라우드, AX 시장 정조준 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBDbVhPeENRNi1JNDBOenBudWpoNzBXX3N3Y29pVGM2X0JRb2tXajdRYTk5Tkp4bXAyZGFqRXFSN3YxTWNGZGltSXJ1VkJWeVRmV2dPTDAxTXFtSUZGUjdBZFo0M0Y?oc=5,google_rss_네이버 site:ddaily.co.kr when:2d,321.0,20.5,"ai_infrastructure_security,government_ai",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,321.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:공공 ai 생태계 풀스택 파트너 되겠다 네이버클라우드 ax 시장 정조준,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:공공 ai 생태계 풀스택 파트너 되겠다 네이버클라우드 ax 시장 정조준,comp_domestic_public_infra,
2451,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 에이전틱AI 커머스 스타트업 ‘사줘’에 투자…“글로벌 쇼핑 경험 고도화”",네이버 d2sf 에이전틱ai 커머스 스타트업 사줘에 투자 글로벌 쇼핑 경험 고도화,이투데이,이투데이,"Thu, 25 Jun 2026 00:47:00 GMT","네이버 D2SF, 에이전틱AI 커머스 스타트업 ‘사줘’에 투자…“글로벌 쇼핑 경험 고도화” 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE85WUVCWERsWGRkUTlSODYtQVhZekM2WTNiZVA2UEtQcjlWSV9EdDF1TmhMV3VjWHZWUldjY25QZE9wMl9OY2ZaZlBkeXFuN2JZU0M4cw?oc=5,google_rss_네이버 AI when:2d,320.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,320.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 에이전틱ai 커머스 스타트업 사줘에 투자 글로벌 쇼핑 경험 고도화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 에이전틱ai 커머스 스타트업 사줘에 투자 글로벌 쇼핑 경험 고도화,comp_domestic_ai_platform,
2324,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 해외직구 스타트업 사줘에 투자…글로벌 커머스 인프라 확보 시동",네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,한겨레,한겨레,"Thu, 25 Jun 2026 09:46:00 GMT","네이버, AI 해외직구 스타트업 사줘에 투자…글로벌 커머스 인프라 확보 시동 한겨레",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9DeTFJT3Jid1NlY05Sb19pZVIzNWI5OVJsbGpvdHdEeEpRSFZIckFtVmtqNEJuR2RZWDJuWmNFVUlIaFpHako3SnNpT29jM2lKazlQQXlQbGtiWG9UUk43ZQ?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,comp_domestic_ai_platform,
2364,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 2030년까지 임팩트 펀드 1조 투자…소상공인·창작자 AI 도입 지원",네이버 2030년까지 임팩트 펀드 1조 투자 소상공인 창작자 ai 도입 지원,글로벌경제신문,글로벌경제신문,"Thu, 25 Jun 2026 05:58:44 GMT","네이버, 2030년까지 임팩트 펀드 1조 투자…소상공인·창작자 AI 도입 지원 글로벌경제신문",https://news.google.com/rss/articles/CBMicEFVX3lxTE9oNHpZUzZwZ2dCTlBCLWQ1aFE0ZmdsRmFaQXRQdW5ZeWtHYXRJdGgzTGxHTER0Q2tsRWxuRkhGTkNmUE9oZkpoTDY5VmlPYWNNakFHcXJUYlFMWnh1NjRhRExVVDI0QWJYT1BYWDh4cGzSAXBBVV95cUxPaDR6WVM2cGdnQk5QQi1kNWhRNGZnbEZhWkF0UHVuWXlrR2F0SXRoM0xsR0xEdENrbEVsbkZIRk5DZlBPaGZKaEw2OVZpT2FjTWpBR3FyVGJRTFp4dTY0YURMVVQyNEFiWE9QWFg4eHBs?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 2030년까지 임팩트 펀드 1조 투자 소상공인 창작자 ai 도입 지원,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 2030년까지 임팩트 펀드 1조 투자 소상공인 창작자 ai 도입 지원,comp_domestic_ai_platform,
