카테고리,카테고리명,검색어,기사제목,언론사,정규언론사,게시일,RSS게시일,RSS요약,본문전문,본문글자수,본문추출방식,본문품질점수,본문품질사유,중요도점수,본문사용가능,본문정제적용,원래RSS링크,링크,랭킹점수,사건태그,사건단계,원문날짜,원문날짜출처,날짜검증결과,날짜후보수,대표선택점수,개인정보보안사건키,개인정보보안대표보너스,전역사건키,전역사건기본키,전역사건대표보너스,이슈패밀리,정책규제의무,자사홍보성,제외단계,v20_issue_id,v20_issue_group,수집검색어,수집원카테고리,수집JSON카테고리,Gemini판단카테고리,최종카테고리,최종카테고리명,본문상태,최종카테고리검증결과
자사_및_계열사_이슈,자사 및 계열사 이슈,카카오,"글로벌 AI 공세 앞에 선 네이버·카카오, ‘수익화’라는 차가운 벽 [데스크칼럼]",sportsseoul.com,sportsseoul.com,"Sun, 20 Sep 2026 20:00:00 GMT","Sun, 20 Sep 2026 20:00:00 GMT","글로벌 AI 공세 앞에 선 네이버·카카오, ‘수익화’라는 차가운 벽 [데스크칼럼] sportsseoul.com",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,37.5,False,False,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBtYk0wVFoxTlhLX3E1b2tHMjFxZm5YSUtyRXRFeTJJWF9Za3o3R1F5bXozRUhxWGRWRFFramdJWFJvUTg1S19BQ2JrcjN3dzBNTHB5bnB1QWQ?oc=5,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBtYk0wVFoxTlhLX3E1b2tHMjFxZm5YSUtyRXRFeTJJWF9Za3o3R1F5bXozRUhxWGRWRFFramdJWFJvUTg1S19BQ2JrcjN3dzBNTHB5bnB1QWQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,333.8,ai_infrastructure_security,ai_infrastructure_security,,no_original_date_found,no_original_date_found_kept,0.0,-141.45,,0.0,,,0.0,,,,issue_representative_attempt,I011,self_strategic_reference:글로벌 ai 공세 앞에 선 네이버 카카오 수익화라는 차가운 벽 데스크칼럼,카카오,자사 및 계열사 이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사 및 계열사 이슈,,
자사_및_계열사_이슈,자사 및 계열사 이슈,KT,"KT, ITU-T SG17 국제표준회의서 정보보호 논의…글로벌 보안 역량 강화",v.daum.net,v.daum.net,"Mon, 21 Sep 2026 00:07:37 GMT","Mon, 21 Sep 2026 00:07:37 GMT","KT, ITU-T SG17 국제표준회의서 정보보호 논의…글로벌 보안 역량 강화 v.daum.net",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-100.5,False,False,https://news.google.com/rss/articles/CBMiT0FVX3lxTE95SGhMWlN3OEVDdEpodW9ISjZwdE9EMGprQldIMkk1eFVZMzhXZXltYkdkNHlYTUF2VmZaSmJBNHBtczlqRlFscHp1V1ZHSjA?oc=5,https://news.google.com/rss/articles/CBMiT0FVX3lxTE95SGhMWlN3OEVDdEpodW9ISjZwdE9EMGprQldIMkk1eFVZMzhXZXltYkdkNHlYTUF2VmZaSmJBNHBtczlqRlFscHp1V1ZHSjA?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,324.0,"phishing_security,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-235.05,,0.0,,,0.0,,,,issue_representative_attempt,I023,self_filler_reference:kt itu t sg17 국제표준회의서 정보보호 논의 글로벌 보안 역량 강화,KT,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,자사_및_계열사_이슈,자사 및 계열사 이슈,,
정부_국회,정부/국회,EU 규제,EU 플랫폼 노동자 지침 2026년 발효 — 인력사무소가 지금 당장 해야 할 실무 준비,대한청년일보,대한청년일보,"Sat, 19 Sep 2026 21:32:42 GMT","Sat, 19 Sep 2026 21:32:42 GMT",EU 플랫폼 노동자 지침 2026년 발효 — 인력사무소가 지금 당장 해야 할 실무 준비 대한청년일보,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-22.0,False,False,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE1OUTdURm5BTjFUVXNIbndMRTFqV2RFV2lWczhVOTFrYTNnV2dMRV90TGxsck9OU1FzTmtwdEI1SFY1YlE?oc=5,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE1OUTdURm5BTjFUVXNIbndMRTFqV2RFV2lWczhVOTFrYTNnV2dMRV90TGxsck9OU1FzTmtwdEI1SFY1YlE?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,125.0,"labor_law_complaint,market_power_platform,platform_obligation",labor_law_complaint,,no_original_date_found,no_original_date_found_kept,0.0,-180.1,,0.0,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I029,global_incident:platform_regulation:platform_sector:platform_regulation,EU 규제,경쟁사/해외이슈,경쟁사_해외이슈,산업동향,정부_국회,정부/국회,,
정부_국회,정부/국회,플랫폼 산업 동향,"잘나가는 K콘텐츠, 그러나 가계부는 적자…해외 SW·플랫폼 의존 심화",내외뉴스통신,내외뉴스통신,"Fri, 18 Sep 2026 01:40:16 GMT","Fri, 18 Sep 2026 01:40:16 GMT","잘나가는 K콘텐츠, 그러나 가계부는 적자…해외 SW·플랫폼 의존 심화 내외뉴스통신",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-90.5,False,False,https://news.google.com/rss/articles/CBMibEFVX3lxTFBVcHo4b09GQzFURGpnZllhNmk3a21BTlB4VXJGNmcyWDFwUHdtZWtOdkRTSzdnQi1aQTVLUTRNbG9ya3pyWFA2STBBS2N3M3ptVTdvbXhIcF81a3FubGMxa01ybGo2aWE1d2RSeNIBcEFVX3lxTFA0VlpkSGE1SGVwNDJ0LURiV2ZtOUU4Und4MGQwcFBBeThMdXphRTF1TmpNcjgzX2lUa2JYS3VpaWpWaEkxN1pJRzhrcVBYck9rT3ExR0QtRGtQc0tUZGFXRUQ1dzNmX0xPSDJtUXZrLUY?oc=5,https://news.google.com/rss/articles/CBMibEFVX3lxTFBVcHo4b09GQzFURGpnZllhNmk3a21BTlB4VXJGNmcyWDFwUHdtZWtOdkRTSzdnQi1aQTVLUTRNbG9ya3pyWFA2STBBS2N3M3ptVTdvbXhIcF81a3FubGMxa01ybGo2aWE1d2RSeNIBcEFVX3lxTFA0VlpkSGE1SGVwNDJ0LURiV2ZtOUU4Und4MGQwcFBBeThMdXphRTF1TmpNcjgzX2lUa2JYS3VpaWpWaEkxN1pJRzhrcVBYck9rT3ExR0QtRGtQc0tUZGFXRUQ1dzNmX0xPSDJtUXZrLUY?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,88.0,"earnings,financial_performance,market_power_platform",financial_performance,,no_original_date_found,no_original_date_found_kept,0.0,-228.05,,0.0,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I029,global_incident:platform_regulation:platform_sector:platform_regulation,플랫폼 산업 동향,산업동향,산업동향,산업동향,정부_국회,정부/국회,,
정부_국회,정부/국회,온플법,中企 32개 입법과제 국회로…온플법·계속고용·협상력 제고 요구,헤럴드경제,헤럴드경제,"Sun, 20 Sep 2026 03:00:00 GMT","Sun, 20 Sep 2026 03:00:00 GMT",中企 32개 입법과제 국회로…온플법·계속고용·협상력 제고 요구 헤럴드경제,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,59.5,False,False,https://news.google.com/rss/articles/CBMiV0FVX3lxTE56dHhTLVV6d2JRZnBLTUJnZ0xTNHlfM0c1WkhXY3hJVmNjdHZ1SF84NDB4ZURqZHp6NGdLTF9aRjVNa0EwYXQtNUNrS0V2LTRxNFNMeG5qOA?oc=5,https://news.google.com/rss/articles/CBMiV0FVX3lxTE56dHhTLVV6d2JRZnBLTUJnZ0xTNHlfM0c1WkhXY3hJVmNjdHZ1SF84NDB4ZURqZHp6NGdLTF9aRjVNa0EwYXQtNUNrS0V2LTRxNFNMeG5qOA?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,58.6,"antitrust_platform,market_power_platform,policy_legislation",antitrust_onplaw,,no_original_date_found,no_original_date_found_kept,0.0,-114.05,,0.0,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,24.0,,,,issue_representative_attempt,I029,global_incident:platform_regulation:platform_sector:platform_regulation,온플법,정부/국회,정부_국회,정부_국회,정부_국회,정부/국회,,
정부_국회,정부/국회,과학기술정보통신부,"[단독]""싸서 꼭 썼는데"" 동남아 e심, 中통신사?…'개인정보 샜나' 조사 - 머니투데이",mt.co.kr,머니투데이,"Sun, 20 Sep 2026 19:10:00 GMT","Sun, 20 Sep 2026 19:10:00 GMT","[단독]""싸서 꼭 썼는데"" 동남아 e심, 中통신사?…'개인정보 샜나' 조사 - 머니투데이 mt.co.kr",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-24.5,False,False,https://news.google.com/rss/articles/CBMibEFVX3lxTE05aXNILVBKSnoyMHh0d3BiSXk4cG9UUHJaUzlGbHMtdGxlc0UxZ0JrMnNrSzZUVkJZLW5MX1ZlVzFka2l2ZF9EcWNPRFo5azBVamV0OWtkWERaWWFodXJ3azcydFVvazVLMVFQWdIBbEFVX3lxTE05aXNILVBKSnoyMHh0d3BiSXk4cG9UUHJaUzlGbHMtdGxlc0UxZ0JrMnNrSzZUVkJZLW5MX1ZlVzFka2l2ZF9EcWNPRFo5azBVamV0OWtkWERaWWFodXJ3azcydFVvazVLMVFQWQ?oc=5,https://news.google.com/rss/articles/CBMibEFVX3lxTE05aXNILVBKSnoyMHh0d3BiSXk4cG9UUHJaUzlGbHMtdGxlc0UxZ0JrMnNrSzZUVkJZLW5MX1ZlVzFka2l2ZF9EcWNPRFo5azBVamV0OWtkWERaWWFodXJ3azcydFVvazVLMVFQWdIBbEFVX3lxTE05aXNILVBKSnoyMHh0d3BiSXk4cG9UUHJaUzlGbHMtdGxlc0UxZ0JrMnNrSzZUVkJZLW5MX1ZlVzFka2l2ZF9EcWNPRFo5azBVamV0OWtkWERaWWFodXJ3azcydFVvazVLMVFQWQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,15.6,,,,no_original_date_found,no_original_date_found_kept,0.0,-171.85,privacy_security:google:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:google:privacy_data_violation:investigation_review,global_incident:platform_enforcement:google:privacy_data_violation,24.0,,,,issue_representative_attempt,I029,global_incident:platform_regulation:platform_sector:platform_regulation,과학기술정보통신부,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,공정거래위원회,"'담합 과징금 면제·집행정지' 삼양사, 현금 유출 집중 피했지만 |",news.einfomax.co.kr,news.einfomax.co.kr,"Sun, 20 Sep 2026 00:03:58 GMT","Sun, 20 Sep 2026 00:03:58 GMT","'담합 과징금 면제·집행정지' 삼양사, 현금 유출 집중 피했지만 | news.einfomax.co.kr",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-10.5,False,False,https://news.google.com/rss/articles/CBMidEFVX3lxTE04T2FYR05vcWlhMnZsQnhKX1FwNTRLNGNUUndabExiaFpKaTFnUk8teHZxSE1QR2VPb3VzOUtUNHhOSzJEaDBzbURnbVdEZzdpWHlraFdZOVBlNnpIU19IRDJWQ3RzbmwxOXptcWg0LU1vWXpG?oc=5,https://news.google.com/rss/articles/CBMidEFVX3lxTE04T2FYR05vcWlhMnZsQnhKX1FwNTRLNGNUUndabExiaFpKaTFnUk8teHZxSE1QR2VPb3VzOUtUNHhOSzJEaDBzbURnbVdEZzdpWHlraFdZOVBlNnpIU19IRDJWQ3RzbmwxOXptcWg0LU1vWXpG?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,-10.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_collusion,,no_original_date_found,no_original_date_found_kept,0.0,-175.05,privacy_security:google:data_leak:sanction_or_penalty,14.0,global_incident:platform_regulation:google:platform_regulation:sanction_penalty,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I029,global_incident:platform_regulation:platform_sector:platform_regulation,공정거래위원회,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,공정거래위원회,"JW중외제약, 공정위 299억 과징금 취소소송 승소 : 네이버 블로그",blog.naver.com,,"Mon, 21 Sep 2026 01:37:18 GMT",,"JW중외제약, 공정위 299억 과징금 취소소송 승소 : 네이버 블로그 blog.naver.com",,0,domain_filter,-100.0,naver_blog_result,0.0,False,,https://news.google.com/rss/articles/CBMijwFBVV95cUxPWFVUZUFQb0xzdWtpNjM5dldiZEc3NF9YRE1vY3VCbWFrMnNucG4yTy1xSjFZNWVkc2kxVVNValVSSTNKRTFaU2tQNnlvcnNXQjJ2ZEk5eDU2S21CWFo3MWg4eVNTV2lVVzBDZTlidzNnUkV2Rjd3MVJldTFKQm9EM1JCbkhzZDc2TE5wN3dnRQ?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxPWFVUZUFQb0xzdWtpNjM5dldiZEc3NF9YRE1vY3VCbWFrMnNucG4yTy1xSjFZNWVkc2kxVVNValVSSTNKRTFaU2tQNnlvcnNXQjJ2ZEk5eDU2S21CWFo3MWg4eVNTV2lVVzBDZTlidzNnUkV2Rjd3MVJldTFKQm9EM1JCbkhzZDc2TE5wN3dnRQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,,platform_obligation,,,,not_checked_domain_filtered,,,,14.0,global_incident:platform_regulation:naver:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:naver:platform_operator_obligation,56.0,government:platform_obligation,Y,,issue_representative_attempt,I030,global_incident:platform_regulation:naver:platform_operator_obligation,공정거래위원회,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,네이버,"강릉시, 국회·네이버 잇달아 방문…현안 해결·디지털 혁신 협력 강화",강원신문,강원신문,"Sun, 20 Sep 2026 23:19:12 GMT","Sun, 20 Sep 2026 23:19:12 GMT","강릉시, 국회·네이버 잇달아 방문…현안 해결·디지털 혁신 협력 강화 강원신문",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,110.0,False,False,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9oLUhDc3hKaVhXMWZuOVViTVotWE5Sa3V1S19lQjBsckFJaUJSbWpHbGRoX0IzbURHVlQ1VzJPbHBoeV9JdmFGUGNkTnduemRjc1hUUzVFUmpNR1ByX09RTlozOUE1ZnJJ?oc=5,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9oLUhDc3hKaVhXMWZuOVViTVotWE5Sa3V1S19lQjBsckFJaUJSbWpHbGRoX0IzbURHVlQ1VzJPbHBoeV9JdmFGUGNkTnduemRjc1hUUzVFUmpNR1ByX09RTlozOUE1ZnJJ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,237.0,"platform_obligation,policy_legislation",policy_legislation,,no_original_date_found,no_original_date_found_kept,0.0,-87.7,,0.0,global_incident:platform_regulation:naver:platform_operator_obligation:general,global_incident:platform_regulation:naver:platform_operator_obligation,56.0,government:platform_obligation,Y,,issue_representative_attempt,I030,global_incident:platform_regulation:naver:platform_operator_obligation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,네이버,美 ESS 확대에 中 LFP 규제 강화…韓 수혜 기업은? : 네이버 블로그,blog.naver.com,,"Fri, 18 Sep 2026 01:50:43 GMT",,美 ESS 확대에 中 LFP 규제 강화…韓 수혜 기업은? : 네이버 블로그 blog.naver.com,,0,domain_filter,-100.0,naver_blog_result,0.0,False,,https://news.google.com/rss/articles/CBMijwFBVV95cUxQakxQbGNTNDdpZ2FuV3cyMUJBamg4bjJjb2dsYkN5aTNvUXhESlZLNW81c1hKX1R1SVpvX08zdUEyZ0p3Z2dSUG90QUVNd0FFM0w1R18xbHV0QnNVSkg1NlNkSWRZMmR2Rlp5V2M0VXR3cjBqZDJGd1ZhckRtRHhIOFNWRzQ2UEd4WFZDUldJQQ?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxQakxQbGNTNDdpZ2FuV3cyMUJBamg4bjJjb2dsYkN5aTNvUXhESlZLNW81c1hKX1R1SVpvX08zdUEyZ0p3Z2dSUG90QUVNd0FFM0w1R18xbHV0QnNVSkg1NlNkSWRZMmR2Rlp5V2M0VXR3cjBqZDJGd1ZhckRtRHhIOFNWRzQ2UEd4WFZDUldJQQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,,platform_obligation,,,,not_checked_domain_filtered,,,,0.0,global_incident:platform_regulation:naver:platform_operator_obligation:policy_change,global_incident:platform_regulation:naver:platform_operator_obligation,24.0,government:platform_obligation,Y,,issue_representative_attempt,I030,global_incident:platform_regulation:naver:platform_operator_obligation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,정부_국회,정부/국회,,
