kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I025,자사_및_계열사_이슈,4,2112,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버가 투자한 씨냅스에이아이 딥픽셀 비전 ai 모델 연동 협력 ai 모델 활용 문턱 낮춘다,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버가 투자한 씨냅스에이아이-딥픽셀, 비전 AI 모델 연동 협력⋯“AI 모델 활용 문턱 낮춘다”"
selected,2,I064,자사_및_계열사_이슈,5,100,"99,98,167,127,475,126,134,139,484",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,카카오 노조 임단협/파업 및 내부 갈등,self_labor,SELF_DIRECT_RISK,394.8,"카카오뱅크 노조, 오는 31일부터 닷새간 총파업 | 카카오뱅크 노조, 오는 31일부터 닷새간 총파업 | 카카오뱅크 노조, 31일부터 5일간 총파업"
selected,3,I016,정부_국회,5,569,"2309,2315,2291,2129,2115,2324,2312,2314,548",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_PLATFORM_RISK,600.0,"[AI픽] GPU 일변도 벗어난다…정부·AMD, 국산 NPU 실증 본격화 | KT, 전자파학회서 고효율 AI 인프라 전략 제시 | KT, AIDC 효율 높인다…차세대 네트워크·인프라 기술 제시"
selected,4,I019,정부_국회,4,2344,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_data_protection_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,589.5,"[KT 점검②] 해킹 알고도 미신고·로그 삭제…KT, 개인정보위 고발까지"
selected,5,I028,정부_국회,4,2223,"3041,2088,2195,837,903",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,526.0,"네이버 디지털트윈 플랫폼, 사우디 ‘국가 표준’ 됐다…지자체 우선 도입 | 소셜 미디어 제국에서 인공지능(AI) 플랫폼으로, '효율성의 해'를 지나 대규모 인프라 투자의 시대로 - 메타(META) | 팀네이버 클라우드 디지털트윈 플랫폼, 사우디 지자체 표준으로 승인"
selected,6,I001,경쟁사_해외이슈,4,2134,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아의 아시아 전진기지 된 네이버 gw급 ai 팩토리 짓는다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“엔비디아의 아시아 전진기지 된 네이버, ‘GW급’ AI 팩토리 짓는다”"
selected,7,I002,경쟁사_해외이슈,4,2145,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 투자 브룩필드 자금 눈앞 네이버 글로벌 ai 허브 도약 가속,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"‘엔비디아 투자‧브룩필드 자금 눈앞’...네이버, 글로벌 AI 허브 도약 가속"
selected,8,I003,경쟁사_해외이슈,4,2124,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:2030년 매출 12조 네이버 ai 팩토리 사업 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"""2030년 매출 12조""…네이버, AI 팩토리 사업 본격화 |"
selected,9,I004,경쟁사_해외이슈,4,2130,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:40만원 간다 vs 시간 필요 naver ai팩토리 두고 엇갈린 시선,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“40만원 간다"" vs ”시간 필요”…NAVER AI팩토리 두고 엇갈린 시선"
selected,10,I005,경쟁사_해외이슈,4,2132,"2218,2141",로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:플랜티엠 네이버 ai 검색에 모아진 잡지 콘텐츠 공급 계약,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,634.5,"플랜티엠, 네이버 AI 검색에 '모아진' 잡지 콘텐츠 공급 계약 | 플랜티엠, 네이버 AI 검색에 '모아진' 잡지 콘텐츠 공급 계약 | 플랜티엠, 네이버 AI 검색에 '모아진' 잡지 콘텐츠 공급 계약"
