kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I011,자사_및_계열사_이슈,4,2418,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:ai 허위광고 막는다 식약처 네이버 쿠팡 등과 공동 대응,self_filler_reference,SELF_AFFILIATE_BUSINESS,636.5,"""AI 허위광고 막는다""…식약처, 네이버·쿠팡 등과 공동 대응"
selected,2,I053,자사_및_계열사_이슈,4,271,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:leadership_service:kakao:executive_change,self_strategic_reference,SELF_AFFILIATE_BUSINESS,453.3,"‘과감한 네이버, 조심스러운 카카오’ 대비되는 양사의 투자 셈법"
selected,3,I002,정부_국회,5,2421,,로컬 보조 라벨,global_incident:platform_regulation:naver:platform_transaction_user_protection_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,689.5,"식약처, 네이버·쿠팡과 ‘온라인 불법 식의약품’ 차단…판매자 제재 강화 - 조선비즈"
selected,4,I029,정부_국회,4,2485,"2502,2627,2467,2646,2596,2511,2430",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,622.0,"네이버클라우드·LG CNS, 사이버보안 특화 AI 개발…33개 기관 참여 | 네이버클라우드·LG CNS ＇원팀＇ 구성…정부 사이버보안 AI 개발 | 네이버클라우드-LG CNS 컨소, 사이버보안 특화 AI 모델 개발 출사표"
selected,5,I049,정부_국회,4,2444,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:네이버클라우드 lg cns 정부 보안 특화 ai 구축,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,534.5,"네이버클라우드·LG CNS, 정부 ‘보안 특화 AI’ 구축"
selected,6,I001,경쟁사_해외이슈,5,2625,"2570,2708,2693,2718,2629,2751,2705,2759,2798",로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / 로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,711.0,"디에스앤지, 네이버클라우드에 엔비디아 B300 GPU 서버 389대 공급 | LG CNS, AIDC 핵심 승부처 '액체냉각' 시장 본격 진출…네이버클라우드와 삼송데이터센터에 DTC 적용 | SKT, '사이버 보안 특화 AI' 개발…업스테이지·안랩 등 참여"
selected,7,I003,경쟁사_해외이슈,4,2619,2520,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:ai 허위광고 막는다 식약처 네이버 쿠팡 등과 공동 대응,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,686.0,"""AI 허위광고 막는다""…식약처, 네이버·쿠팡 등과 공동 대응 | ""AI 허위광고 막는다""…식약처, 네이버·쿠팡 등과 공동 대응"
selected,8,I004,경쟁사_해외이슈,4,2572,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lg cns 삼송 데이터센터에 액체냉각 구축 네이버클라우드와 협력,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"LG CNS, 삼송 데이터센터에 액체냉각 구축…네이버클라우드와 협력"
selected,9,I006,경쟁사_해외이슈,4,2665,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lg cns 네이버와 손잡고 차세대 냉각기술 인프라 구축 삼송 데이터센터에 도입,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"LG CNS, 네이버와 손잡고 ‘차세대 냉각기술’ 인프라 구축…삼송 데이터센터에 도입"
selected,10,I007,경쟁사_해외이슈,4,2650,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lg cns 네이버클라우드 삼송 데이터센터에 액체냉각 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"LG CNS·네이버클라우드, 삼송 데이터센터에 액체냉각 구축"
