kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I030,자사_및_계열사_이슈,5,70,51,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_privacy_security:ai 시대 보안은 필수 네이버 카카오 정보보호 투자 역대 최대,self_privacy_security,SELF_DIRECT_RISK,616.8,"AI 시대 보안은 필수…네이버·카카오, 정보보호 투자 '역대 최대' | AI 시대 보안은 필수···네이버·카카오, 정보보호 투자 '역대 최대'"
selected,2,I056,자사_및_계열사_이슈,4,2288,,로컬 보조 라벨,플랫폼 불법촬영 이미지 차단 의무 확대,self_filler_reference,SELF_AFFILIATE_BUSINESS,567.8,"네이버·구글·카카오, 지난해 불법촬영물 14만건 삭제·차단"
selected,3,I058,정부_국회,5,354,"346,347,357,306,352,339,753,653,2830",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_enforcement:google:app_market_payment_fee,government_platform_regulation,GOV_PLATFORM_REGULATION,566.0,"공정위, 앱마켓서 ‘갑질’한 구글에 8500억 과징금 예고 | 공정위, 구글 `앱마켓 갑질` 정황 포착…""제재 절차 심의"" | [일문일답] 공정위 ""구글 앱마켓 갑질 과징금 최대 8496억원 예상"""
selected,4,I065,정부_국회,4,2647,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,494.5,"한국통신소비자보호센터, 청년정책포럼 개최… ‘개인정보 유출, 과징금 부과로 끝나선 안 돼’"
selected,5,I078,정부_국회,4,3663,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,government_ai_core_policy:미르의 글로벌 레이더 텐스토렌트 ai 처리성능 신기록 삼성 현대차 등 국내 대기업 투자,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,426.5,"[미르의 글로벌 레이더]텐스토렌트, AI 처리성능 ‘신기록’…삼성·현대차 등 국내 대기업 투자"
selected,6,I001,경쟁사_해외이슈,4,2536,"2548,2338",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,global_incident:privacy_security:coupang:coupang,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,711.5,"쿠팡·SKT 1000억대 보안에도 유출…""기업 구제 관점에서 보안 투자 지속해야"" | 루이비통·에르메스 등 2조원 본사 송금… 쿠팡·맥도날드도 '국부 유출' | 쿠팡·SKT 1000억대 보안에도 유출…""기업 구제 관점에서 보안 투자 지속해야"""
selected,7,I002,경쟁사_해외이슈,4,2138,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 손잡고 ai 팩토리 승부수 문제는 수익화 시간표,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아 손잡고 AI 팩토리 승부수…문제는 ‘수익화 시간표’"
selected,8,I003,경쟁사_해외이슈,4,2204,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:춘천 네이버 데이터센터 각의 교훈과 ai 반도체 강원 벨트의 과제,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,춘천 네이버 데이터센터 ‘각’의 교훈과 AI-반도체 강원 벨트의 과제
selected,9,I140,산업동향,3,3755,,로컬 보조 라벨,industry_structural_change:ts 미래자동차 튜닝 혁신 포럼 개최 산 학 연 정 협력 체계 다진다,industry_structural_change,INDUSTRY_STRUCTURAL_CHANGE,140.5,"TS, 미래자동차 튜닝 혁신 포럼 개최… 산·학·연·정 협력 체계 다진다"
selected,10,I004,경쟁사_해외이슈,4,2525,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lgu+ 지엔씨에너지와 맞손 lg유플러스 파주 인공지능 데이터센터 에 전력 인프라 강화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"LGU+, 지엔씨에너지와 맞손…LG유플러스 '파주 인공지능 데이터센터'에 전력 인프라 강화"
selected,11,I005,경쟁사_해외이슈,4,2346,"2269,2246,2340,2428,2451,2335,2239,3784,3670",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,657.0,"SKT, 첫 정보보호백서 발간…중장기 보안전략 등 담겨 | [6월 30일](미국 마감) 반도체 장비 3대장 상승, AI 인프라·바이오에 쏠린 수급 | 네이버 AI 데이터센터 키우자 전기요금도 폭증…2040년 최대 3200억 원 부담"
selected,12,I064,자사_및_계열사_이슈,4,7,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:네이버 카카오 it 투자 4 이상 정보보호에 전략은 달랐다,self_strategic_reference,SELF_AFFILIATE_BUSINESS,495.3,"네이버·카카오, IT 투자 4% 이상 정보보호에…전략은 달랐다"
selected,13,I068,자사_및_계열사_이슈,4,181,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,self_strategic_reference,SELF_AFFILIATE_BUSINESS,464.8,네이버-카카오 재생에너지 조달 확대 〈인공지능(AI) 생성 이미지〉
selected,14,I086,정부_국회,5,341,"343,340,353,349,350,356,307,308,351",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / 로컬 보조 라벨,global_incident:platform_regulation:google:platform_operator_obligation,comp_overseas_regulation_data,COMPETITOR_PLATFORM_RISK,410.0,"공정위, 구글 제재 착수…과징금 최대 8천500억 가능(종합2보) | 구글, 공정위 제재 착수에 ""공정 경쟁 중…법 위반 없었다"" | 구글 제재 착수에 게임업계 ""환영""…소비자 환원 요구 확산"
selected,15,I104,정부_국회,5,482,,로컬 보조 라벨,government_ai_core_policy:정부 제조ai 2030 전략 공개 2030년까지 20조 투자 100조 부가가치 창출,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,357.5,"정부, ‘제조AI 2030 전략’ 공개…2030년까지 20조 투자·100조 부가가치 창출"
backup,1,I006,경쟁사_해외이슈,4,2187,"2160,2220",로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:내가 웹툰 주인공이 된다면 네이버웹툰 ai 스토리챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,634.5,"내가 웹툰 주인공이 된다면⋯네이버웹툰, AI 스토리챗 '바이어스' 출시 | 내가 웹툰 주인공이 된다면⋯네이버웹툰, AI 스토리챗 ‘바이어스’ 출시 | 내가 웹툰 주인공이 된다면⋯네이버웹툰, AI 스토리챗 '바이어스' 출시"
backup,2,I007,경쟁사_해외이슈,4,2136,2313,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 쇼핑 ai 에이전트 정식 출시 대화하며 구매까지 제안,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,네이버 쇼핑 'AI 에이전트' 정식 출시…대화하며 구매까지 제안 | 네이버 쇼핑 'AI 에이전트' 정식 출시…대화하며 구매까지 제안
backup,3,I008,경쟁사_해외이슈,4,2133,2176,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 웹툰 ip 기반 ai 스토리챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"네이버웹툰, 웹툰 IP 기반 AI 스토리챗 '바이어스' 출시 | 네이버웹툰, 웹툰 IP 기반 AI 스토리챗 ‘바이어스’ 출시"
backup,4,I009,경쟁사_해외이슈,4,2318,2218,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:최애 웹툰 속에서 나만의 스토리 만든다 네이버웹툰 ai 스토리챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"최애 웹툰 속에서 나만의 스토리 만든다···네이버웹툰, AI 스토리챗 ‘바이어스’ 출시 | 최애 웹툰 속에서 나만의 스토리 만든다···네이버웹툰, AI 스토리챗 '바이어스' 출시"
backup,5,I010,경쟁사_해외이슈,4,2236,2151,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 ai 스토리챗 바이어스 출시 웹툰 캐릭터와 대화하며 이야기 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"네이버웹툰, AI 스토리챗 '바이어스' 출시…웹툰 캐릭터와 대화하며 이야기 만든다 | 네이버웹툰, AI 스토리챗 ‘바이어스’ 출시…웹툰 캐릭터와 대화하며 이야기 만든다 - 조선비즈"
backup,6,I011,경쟁사_해외이슈,4,2140,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:캐릭터 넘어 세계관 으로 네이버웹툰 ai챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"'캐릭터' 넘어 '세계관'으로, 네이버웹툰 AI챗 '바이어스' 출시"
backup,7,I012,경쟁사_해외이슈,4,2521,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lgu+ 지속가능경영보고서 발간 보안 ai 탄소중립 성과 담아,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"LGU+, 지속가능경영보고서 발간…보안·AI·탄소중립 성과 담아"
backup,8,I013,경쟁사_해외이슈,4,2216,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:하나증권 naver ai 클라우드 신사업 성과 있어야 주가 반등 목표주가 40만원 유지,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"하나증권 ""NAVER, AI·클라우드 신사업 성과 있어야 주가 반등···목표주가 40만원 유지"""
backup,9,I014,경쟁사_해외이슈,4,2144,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:종목분석 네이버 ai탭 수익화 주목 네오클라우드 변수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[종목분석] 네이버 AI탭 수익화 주목…네오클라우드 변수
backup,10,I015,경쟁사_해외이슈,4,2132,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:웹툰 속 주인공 되는 ai챗 네이버웹툰 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"“웹툰 속 주인공 되는 AI챗”…네이버웹툰, ‘바이어스’ 출시"
backup,11,I016,경쟁사_해외이슈,4,2201,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 주인공 돼 나만의 이야기 만든다 ai 스토리챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버웹툰 주인공 돼 나만의 이야기 만든다…AI 스토리챗 '바이어스' 출시
backup,12,I017,경쟁사_해외이슈,4,2214,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 ai 스토리챗 바이어스 출시 웹툰 캐릭터와 대화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버웹툰, AI 스토리챗 '바이어스' 출시…웹툰 캐릭터와 대화"
backup,13,I018,경쟁사_해외이슈,4,2222,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 원작 ip로 나만의 이야기 만든다 ai 스토리챗 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버웹툰, 원작 IP로 나만의 이야기 만든다…AI 스토리챗 출시"
backup,14,I019,경쟁사_해외이슈,4,2215,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:naver ai 투자에 3q까지 마진 압박 신사업 성과 확인이 관건 한화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"NAVER, AI 투자에 3Q까지 마진 압박…신사업 성과 확인이 관건-한화"
backup,15,I020,경쟁사_해외이슈,4,2518,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:lgu+ ai 정보보호 앞세운 esg 성과 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"LGU+, AI·정보보호 앞세운 ESG 성과 공개"
backup,16,I021,경쟁사_해외이슈,4,2167,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 ai 스토리챗 바이어스 출시 원작 팬덤 잇는 선순환 구조 강화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버웹툰, AI 스토리챗 ‘바이어스’ 출시…원작∙팬덤 잇는 선순환 구조 강화"
