id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason
3036,경쟁사/해외이슈,경쟁사_해외이슈,구글,"""AI 칩 전쟁, 해자는 없다""... 엔비디아는 왜 구글이 불편할까",ai 칩 전쟁 해자는 없다 엔비디아는 왜 구글이 불편할까,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Fri, 11 Sep 2026 02:00:00 GMT","""AI 칩 전쟁, 해자는 없다""... 엔비디아는 왜 구글이 불편할까 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMihgFBVV95cUxPNnYxVWE4clFDTFhQdEVnX3M0MWhtYzlyTDhfM2lYazloZlp2RTJiZjFpRUxjSTVqclNNM2RPalp2N29jRmxQQXZQSHhlVGlWRDc4Rzl0WUF2Z2NiMklGNWo3Q21zMDNWTFB1TVhxVFNuQU9TclU0UGpjYUUtd25WUE8teGZZQQ?oc=5,google_rss_구글 AI when:4d,344.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,네이버",,,,,,,general,0.0,,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,344.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 칩 전쟁 해자는 없다 엔비디아는 왜 구글이 불편할까,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 칩 전쟁 해자는 없다 엔비디아는 왜 구글이 불편할까,comp_domestic_ai_platform,,,
2530,경쟁사/해외이슈,경쟁사_해외이슈,KT,"금융 AI 도입 60% 육박… KT, 산업별 AX 전략 담은 보고서 공개",금융 ai 도입 60 육박 kt 산업별 ax 전략 담은 보고서 공개,Korea IT Times,Korea IT Times,"Mon, 14 Sep 2026 02:03:00 GMT","금융 AI 도입 60% 육박… KT, 산업별 AX 전략 담은 보고서 공개 Korea IT Times",https://news.google.com/rss/articles/CBMicEFVX3lxTFA4OU5xMHh6VUJmNEhLYzY4RUNQVk8tekV2Wkc4QmlEWk56bEo3N2RzeTJhWFc3R3dVSGlaaUhoNk9fZ2RPYUh2Ym5SRzVobzRKYWg5dHlYTFB1MEtDeW5xVFYyRDU2ZWkyMTJpYURZVkY?oc=5,google_rss_KT when:4d,324.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,324.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,금융권 AI 도입 가이드라인/모범사례,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,금융권 AI 도입 가이드라인/모범사례,comp_domestic_ai_platform,,,
2424,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버·구글·MS 다 품었다… 인천시교육청, AI 학습 포털 'AIEP' 가동",네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,아이뉴스24,아이뉴스24,"Sat, 12 Sep 2026 05:45:34 GMT","네이버·구글·MS 다 품었다… 인천시교육청, AI 학습 포털 'AIEP' 가동 아이뉴스24",https://news.google.com/rss/articles/CBMiTEFVX3lxTE1IY1FrX0daN1ViemFfeG9tdlZPLTRWX1liZV9GeXdnZnc0c1VGanNiVnRHM3luZ2tNQk5HVFdLLWxpLS0tZEE2QkY0V1E?oc=5,google_rss_네이버 site:inews24.com when:4d,322.0,23.0,"ai_infrastructure_security,copyright_ai",ai_infrastructure_security,"구글,네이버",,,,,,,general,0.0,,business_change,event:구글+네이버:ai_infrastructure_security+copyright_ai,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,322.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,comp_domestic_ai_platform,,,
703,정부/국회,정부_국회,공정거래위원회,"쿠팡 vs 공정위 '현장조사 집행정지' 갈림길…유통 규제 지형, 법원 판단에",쿠팡 vs 공정위 현장조사 집행정지 갈림길 유통 규제 지형 법원 판단에,파이낸셜포스트,파이낸셜포스트,"Mon, 14 Sep 2026 02:19:38 GMT","쿠팡 vs 공정위 '현장조사 집행정지' 갈림길…유통 규제 지형, 법원 판단에 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTE1Td1RCVlkyOTZwRE82bGVDLVNVeDNWZllTbE5VN2k3emxfUlNDOTVJNENFeXVVOXozdDVFNUJ5Qk5ZWEF5TVU0M29mYXdRZU5aX1hvanpsT0NUN1dnbnZYT0VuTjR5c0dvQmV4TTNNcVJhTVR5?oc=5,google_rss_공정거래위원회 when:4d,320.6,55.5,"antitrust_platform,policy_legislation",antitrust_general,"공정위,쿠팡",,,,,,,general,24.0,published_today,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,coupang_competitor_enforcement_or_risk,Y,coupang,320.6,policy_legislation,government:policy_legislation,global_incident:platform_regulation:coupang:coupang_designation_disclosure:investigation_or_consultation,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,,,
2302,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버·구글·MS 다 품었다… 인천시교육청, AI 학습 포털 'AIEP' 가동",네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,v.daum.net,v.daum.net,"Sat, 12 Sep 2026 05:47:28 GMT","네이버·구글·MS 다 품었다… 인천시교육청, AI 학습 포털 'AIEP' 가동 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5ZS2MwZndHblBkSmU3ejM5dXRFSFpSa05mRUY5eWpNMDRTamM5NkJFNUdQdlVmVWRXckFPXzhRZldqcEZmTFpxYXZwR0tqUnc?oc=5,google_rss_네이버 AI when:4d,319.0,23.0,"ai_infrastructure_security,copyright_ai",ai_infrastructure_security,"구글,네이버",,,,,,,general,0.0,,business_change,event:구글+네이버:ai_infrastructure_security+copyright_ai,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,319.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:네이버 구글 ms 다 품었다 인천시교육청 ai 학습 포털 aiep 가동,self_filler_reference,,,
2427,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"나스닥 상장 네이버 웹툰엔터, 구글 출신 재무통 영입...""투자자 신뢰 제고""",나스닥 상장 네이버 웹툰엔터 구글 출신 재무통 영입 투자자 신뢰 제고,아이뉴스24,아이뉴스24,"Fri, 11 Sep 2026 08:17:34 GMT","나스닥 상장 네이버 웹툰엔터, 구글 출신 재무통 영입...""투자자 신뢰 제고"" 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE5KbmNQV0RiWmVURVNDMHdySFZHS0dzR0ZIOTRXbzFic01DQ1ptNVNWY2tsMG5oN3BOTzV6VEViZGtLQ202OXBOMllpRQ?oc=5,google_rss_네이버 site:inews24.com when:4d,315.0,19.0,strategy_mna_governance,strategy_mna_governance,"구글,네이버",,,,,,,general,0.0,,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,315.0,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:executive_or_org_change,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,,,
2534,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 금융·공공 맞춤형 AX 전환 전략 보고서 공개",kt 금융 공공 맞춤형 ax 전환 전략 보고서 공개,newskr.kr,newskr.kr,"Mon, 14 Sep 2026 00:32:04 GMT","KT, 금융·공공 맞춤형 AX 전환 전략 보고서 공개 newskr.kr",https://news.google.com/rss/articles/CBMiZkFVX3lxTE1uWXBHUWwtV1pzTF9Hdm00TDJoZVNuVlhVbGQ0SWZyaWVaZzYyMjVFNWJZVlVFVHFCRjhqVjdvZk0wU3pQQ3h5R0lCaEdUSjR2VEc2dThjaTZjQWl4enZrSHNUMjc4Z9IBakFVX3lxTE4tNUhnV1lOZC1WLVRoTktZTEtVbkRnSXlhcVd5MmEzSnlfSk5pSGM5aWVYcUgwcm1NY04tX203Mm5QWHF0ajhWMFBqX3UyWllpcnN4d1ZZbmF0bVVrc3VZaEdxS0tvczQ3RVE?oc=5,google_rss_KT when:4d,312.0,11.0,policy_legislation,policy_legislation,KT,,,,,,,general,24.0,published_today,business_change,event:KT:policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,312.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2518,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 금융·공공 AX 도입 현황 분석…금융 59.5%·공공 30% 실행 단계",kt 금융 공공 ax 도입 현황 분석 금융 59 5 공공 30 실행 단계,전자신문,전자신문,"Mon, 14 Sep 2026 00:44:46 GMT","KT, 금융·공공 AX 도입 현황 분석…금융 59.5%·공공 30% 실행 단계 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBnTEtwNF9NbnFXN25TSnlFdWFZdU5POGMxR25uYkRrMHQxUlJNdFJNbld4SUNTbkdKWU1Ha1BkZElveU81aGt0TGRZZ0VYUQ?oc=5,google_rss_KT when:4d,307.0,4.0,,,KT,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,307.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2215,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이·시대인재, ‘DX 동맹’…“얼굴로 출석하고 간편결제로 학원비 낸다”",네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,v.daum.net,v.daum.net,"Mon, 14 Sep 2026 01:10:43 GMT","네이버페이·시대인재, ‘DX 동맹’…“얼굴로 출석하고 간편결제로 학원비 낸다” v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE4ydUNOV2tJcl80d0lMN3VCcHNfaHdZUGFReGtYOUw0UnJIbXZnQ2ZsczgyYjZZN1NFenNHRUxBb1RwRFNUYU9hUlpBc2dETms?oc=5,google_rss_네이버 when:4d,306.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,306.5,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,self_filler_reference,,,
2423,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이·시대인재, ‘DX 동맹’…“얼굴로 출석하고 간편결제로 학원비 낸다”",네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,dt.co.kr,디지털타임스,"Mon, 14 Sep 2026 01:09:01 GMT","네이버페이·시대인재, ‘DX 동맹’…“얼굴로 출석하고 간편결제로 학원비 낸다” dt.co.kr",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBKNU5KMDFCVDBiOXE4YVBBX0h6TkYxWlAydFVGQkZCNlpGSU92UUtnMUFDQm5SeUp6YkRGN3huVUN0b0VkN2FRTG9HQms2Zw?oc=5,google_rss_네이버 site:dt.co.kr when:4d,304.5,6.5,,,네이버,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,304.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버페이 시대인재 dx 동맹 얼굴로 출석하고 간편결제로 학원비 낸다,comp_domestic_finance_commerce,,,
