kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I006,자사_및_계열사_이슈,5,483,"426,418,420,485,3366,3512,1119,1123,696",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,platform_obligation,SELF_INCLUDED_REGULATION,639.0,"개인정보위, 1만6647명 개인정보 유출 KT에 과징금 540억 - 머니투데이 | 개보위, '개인정보 유출' KT에 과징금 540억 원…조사 방해로 고발 | 불법 펨토셀로 개인정보 유출…개보위, KT에 과징금 539억 원"
selected,2,I014,자사_및_계열사_이슈,5,14,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:나란히 최대 실적 전망 네이버는 투자 카카오는 절감,self_direct_risk,SELF_DIRECT_RISK,615.3,나란히 최대 실적 전망… 네이버는 투자·카카오는 절감
selected,3,I001,정부_국회,5,427,"906,917,769,748,855,762",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,702.0,"'5G 과장광고' KT, 139억원 과징금 불복 소송서 공정위에 패소 | '5G 과장광고' KT, 139억원 과징금 불복 소송서 공정위에 패소 | '5G 과장광고' KT, 139억원 과징금 불복 소송서 공정위에 패소"
selected,4,I004,정부_국회,4,1117,"2432,2430,2422,2444,2438,2449,2443,2434,2451",로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:lguplus:platform_regulation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,644.0,"개인정보보호위원회, 불법 ‘펨토셀 해킹’ KT에 540억 과징금 부과...LG유플러스도 수사 의뢰 | [속보] 개인정보위, '개인정보 유출 증거 은닉 의혹' LGU+ 수사 의뢰 | 개인정보위 ""LGU+ 경찰 수사 결과 나오면 정보 유출 조사 재개"""
selected,5,I011,정부_국회,4,2563,895,로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,631.0,"통신사 과징금은 540억, 쿠팡은 나홀로 6246억…개보위 과징금 잣대 또 도마 위 | 美의회, 한국 관료 미국 입국 금지법 발의… 쿠팡 차별 조사 보복 조치"
selected,6,I002,경쟁사_해외이슈,4,2624,"2574,2560,2376,2562,2565,2485,2564",로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,693.0,소비자분쟁위 “개인정보 유출…쿠팡 10만원 배상해야” | “2차피해 없는데 과징금은 KT 10배?” 쿠팡 형평성 논란 | KT 해킹 과징금 539억원…쿠팡·SKT와 차이 만든 건 ‘관련 매출’
selected,7,I003,경쟁사_해외이슈,4,2086,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:40만원 간다 vs 시간 필요 naver ai팩토리 두고 엇갈린 시선,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“40만원 간다"" vs ”시간 필요”…NAVER AI팩토리 두고 엇갈린 시선"
selected,8,I008,경쟁사_해외이슈,4,2131,"2079,2885",로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:구글보다 13년 늦었다 네이버 클라우드 빗장 이제야 푼 속내 팩플,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,634.5,"구글보다 13년 늦었다…네이버, 클라우드 빗장 이제야 푼 속내 [팩플] | 구글보다 13년 늦었다…네이버, 클라우드 빗장 이제야 푼 속내 [팩플] | 구글보다 13년 늦었다…네이버, 클라우드 빗장 이제야 푼 속내 [팩플]"
selected,9,I009,경쟁사_해외이슈,4,3798,3800,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:sk텔레콤 피지컬 ai 스타트업 8개사 협력 로보틱스 생태계 확장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"SK텔레콤, 피지컬 AI 스타트업 8개사 협력…로보틱스 생태계 확장 | SK텔레콤, 피지컬 AI 스타트업 8개사 협력…로보틱스 생태계 확장"
selected,10,I010,경쟁사_해외이슈,4,2073,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_finance_commerce:토스 네이버 얼굴 결제 보안위험에도 확산 가속도,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,631.5,"토스·네이버 ‘얼굴 결제’, 보안위험에도 확산 가속도"
selected,11,I013,정부_국회,5,2181,692,로컬 보조 라벨 / 로컬 보조 라벨 / v26: 한국 정부·국회 직접 행위자 근거 약함 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_content_moderation_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,624.0,"[속보]개인정보위 ""KT 과징금은 '소액결제' 제재…악성코드 건은 별도 처분할 것"" | 개보위 ""KT 악성코드 유출 밝혀지면 추가 제재""[일문일답]"
selected,12,I016,정부_국회,5,650,"3812,691,1118,1126,1526,1542,1510,1589,1833",로컬 보조 라벨 / v26: 정부/국회 행위가 아닌 기업 실적·산업 분석 기사 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_policy,GOV_PLATFORM_REGULATION,614.0,"AI가 보이스피싱범 목소리 잡는다…정부, 규제 풀어 실증 착수 | 핀샷, B2B 해외 지급 플랫폼 '핀샷 비즈니스' 출시…기업 해외 정산 효율화 나서 | '해킹 피해' KT에 과징금 540억…서버 폐기한 LG유플은 '수사 의뢰'"
selected,13,I023,자사_및_계열사_이슈,4,2182,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:구글보다 13년 늦었다 네이버 클라우드 빗장 이제야 푼 속내 팩플,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"구글보다 13년 늦었다…네이버, 클라우드 빗장 이제야 푼 속내 [팩플]"
selected,14,I025,자사_및_계열사_이슈,5,486,"73,92,323,338,387",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:delivery_app_fee_policy,self_leadership_service,SELF_DIRECT_RISK,566.3,"팀스파르타, 카카오·배민 출신 손현태 자회사 CTO 영입 | 팀스파르타, AX 자회사에 카카오·배민 출신 손현태 CTO 영입 | 팀스파르타, 카카오·배민 출신 손현태 자회사 CTO 영입"
backup,1,I005,경쟁사_해외이슈,4,664,"2318,2317,2309",v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:skt:platform_regulation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,642.0,"""SKT 40% 수준"" KT, 개인정보 유출 과징금 540억⋯유출 규모 차이 | KT 540억·SKT 1348억…개인정보 유출 과징금, 왜 차이났나 | KT 540억 vs SKT 1348억 … 개인정보 유출 과징금 차이 큰 이유는?"
backup,2,I007,정부_국회,5,419,"424,423,3355,3527,2890,2884,2888,2178",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,global_incident:platform_regulation:kt:platform_data_protection_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,639.0,"KT, 개인정보위 과징금에 사과…LGU+ “수사 성실히 임할 것” | KT, 개인정보위 과징금에 사과…LG U+ ""수사 성실히 임할 것"" | 개인정보위 '개인정보 유출' KT 과징금 540억 부과 '증거 인멸' LGU+ 수사의뢰 [TF사진관]"
backup,3,I012,경쟁사_해외이슈,4,2171,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아가 네이버 3대 주주 된다고 15조 쏟아부어 ai 토큰 공장 짓는 이유,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,624.5,"""엔비디아가 네이버 3대 주주 된다고?""…15조 쏟아부어 'AI 토큰 공장' 짓는 이유"
backup,4,I015,경쟁사_해외이슈,4,2166,2216,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,615.0,중국 AI의 역습…승자는 오픈AI 아닌 네이버? | “앞으로 6개월이 지난 2년 덮는다”…샘 알트만 오픈AI CEO가 밝힌 AI 창업의 골든타임
